CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
8037,68,Male,122478,PPC,Consideration,285.3889113,0.06439027929,0.06592326326,44,4.32375022,1.81535898,32,14,6,4,257,IsConfid,ToolConfid,1
8038,61,Female,149203,SEO,Consideration,9435.204948,0.2420923849,0.1269160009,32,8.288580862,2.979151167,65,15,1,5,4709,IsConfid,ToolConfid,1
8039,69,Male,141835,Referral,Conversion,3360.961909,0.1309676099,0.1560880396,20,1.700094275,1.17495901,1,13,0,0,2885,IsConfid,ToolConfid,1
8040,20,Female,57538,Email,Conversion,4101.221833,0.275814022,0.09548792609,24,1.068414398,11.24705005,13,4,7,3,1476,IsConfid,ToolConfid,1
8041,54,Female,25833,Social Media,Conversion,9087.265653,0.02230617633,0.09864523018,39,8.783242758,2.338937632,49,14,3,1,3243,IsConfid,ToolConfid,1
8042,68,Female,142893,SEO,Retention,5313.324459,0.2426324406,0.02118273211,46,8.866645176,10.12462866,10,9,9,9,3513,IsConfid,ToolConfid,1
8043,24,Male,43386,SEO,Retention,5705.127963,0.04968197927,0.1855592363,21,2.29058995,8.553267292,33,5,9,0,913,IsConfid,ToolConfid,0
8044,38,Male,136981,Referral,Conversion,1844.705098,0.06120738845,0.1709103723,13,3.679429011,9.682815789,37,15,8,8,2136,IsConfid,ToolConfid,1
8045,26,Male,120349,Social Media,Awareness,5036.734206,0.1484319975,0.08561862963,7,8.655366185,7.875713522,91,15,3,0,284,IsConfid,ToolConfid,1
8046,56,Female,119341,Email,Retention,9190.265149,0.1247210829,0.1553406165,23,1.753902545,0.6889163081,38,18,7,1,4275,IsConfid,ToolConfid,1
8047,35,Female,91778,Social Media,Consideration,5631.309072,0.1509899688,0.06952304338,2,8.767835077,4.171662098,21,2,7,8,3388,IsConfid,ToolConfid,1
8048,21,Female,114240,Referral,Consideration,2625.65201,0.2826076914,0.1487801407,11,6.172143152,13.33223663,41,19,0,7,883,IsConfid,ToolConfid,1
8049,42,Female,127955,SEO,Retention,408.6905549,0.2006427913,0.1081714261,46,6.915494791,13.97439424,96,17,4,9,3404,IsConfid,ToolConfid,1
8050,31,Female,44832,Referral,Consideration,3429.387557,0.09418972073,0.09754567722,21,6.35337051,1.909541931,94,18,3,9,4788,IsConfid,ToolConfid,1
8051,67,Female,97857,PPC,Conversion,5768.650049,0.06014352657,0.02073936948,15,6.242790972,14.31311613,56,1,3,9,4720,IsConfid,ToolConfid,1
8052,26,Male,58930,SEO,Consideration,521.8715549,0.1318134198,0.1934301651,6,2.665549789,10.22262775,77,8,8,3,2124,IsConfid,ToolConfid,1
8053,43,Male,52407,Referral,Retention,6136.946515,0.1409758979,0.1691077043,17,3.124522595,13.87708482,37,0,2,1,3219,IsConfid,ToolConfid,1
8054,19,Female,24073,Email,Awareness,5281.796888,0.1843753789,0.1607437329,44,6.220482932,6.316877102,8,3,7,7,4930,IsConfid,ToolConfid,1
8055,37,Male,37667,Email,Consideration,7856.011145,0.08714078403,0.06793407755,22,4.612648727,1.975303117,87,3,8,2,1977,IsConfid,ToolConfid,1
8056,45,Male,36035,Email,Consideration,385.9929055,0.2325776817,0.06502213504,25,5.871602255,4.885572327,28,5,7,9,3851,IsConfid,ToolConfid,1
8057,64,Female,26732,PPC,Awareness,7830.388714,0.03855347119,0.1189066884,37,3.280294048,10.500382,68,5,3,0,336,IsConfid,ToolConfid,1
8058,24,Female,75097,Social Media,Retention,5256.682753,0.1725314754,0.1707824073,1,5.174403875,12.03071173,41,18,1,1,465,IsConfid,ToolConfid,1
8059,61,Male,23487,Email,Awareness,3768.240395,0.1908241794,0.1875793972,1,2.290642001,1.226773102,59,7,9,3,3434,IsConfid,ToolConfid,1
8060,25,Female,120488,PPC,Consideration,9657.291466,0.06998115851,0.06109651494,21,1.345558416,7.560799216,38,7,6,0,1035,IsConfid,ToolConfid,1
8061,64,Female,77702,Email,Retention,1685.183518,0.2495432916,0.1254088121,37,9.560047373,1.433317182,90,19,2,5,2604,IsConfid,ToolConfid,1
8062,52,Female,146671,PPC,Conversion,5459.118679,0.1884753163,0.147541532,41,7.507496311,13.02239291,71,12,5,3,716,IsConfid,ToolConfid,1
8063,31,Male,114961,Email,Retention,3277.716589,0.1972594422,0.05301450758,27,5.482574704,7.406912959,92,8,2,5,3979,IsConfid,ToolConfid,1
8064,34,Male,132194,Social Media,Retention,5322.11515,0.1543456167,0.08741903974,16,5.959106045,13.76491648,59,18,3,4,824,IsConfid,ToolConfid,1
8065,53,Female,105107,Referral,Conversion,5567.526981,0.273782323,0.04562011201,47,5.600563891,1.639392787,52,6,1,3,125,IsConfid,ToolConfid,1
8066,67,Female,49075,Email,Retention,985.5376594,0.2112389986,0.1427919648,17,9.089285251,5.291814779,75,19,4,6,643,IsConfid,ToolConfid,1
8067,57,Female,127721,Referral,Consideration,6645.237954,0.1207323138,0.1741191759,1,7.962747095,10.30980728,7,7,9,6,4051,IsConfid,ToolConfid,1
8068,21,Female,91031,Email,Consideration,6381.36681,0.07919570746,0.1767315274,34,3.92628437,4.756998175,20,10,6,3,4280,IsConfid,ToolConfid,1
8069,19,Male,104217,Social Media,Consideration,7717.726019,0.0306078857,0.1373168854,14,2.96368128,12.70259884,55,2,1,3,3849,IsConfid,ToolConfid,1
8070,23,Male,34781,Referral,Consideration,997.5190872,0.05795464278,0.07595894843,14,1.598763606,14.80908862,47,16,4,3,1328,IsConfid,ToolConfid,1
8071,59,Female,59865,PPC,Conversion,3042.859614,0.2978780561,0.1355976716,43,2.330102106,4.57768419,46,4,5,7,558,IsConfid,ToolConfid,1
8072,21,Male,28469,Email,Consideration,6536.094937,0.1279623998,0.1742106782,44,5.410550209,5.735629036,8,5,5,4,2761,IsConfid,ToolConfid,1
8073,46,Male,65167,Email,Retention,1453.635177,0.2706192959,0.1289126084,33,2.823132654,14.52651032,77,14,1,4,2918,IsConfid,ToolConfid,1
8074,35,Female,144866,PPC,Awareness,6808.222287,0.0594651135,0.08844946866,49,3.811545262,5.691886046,0,8,1,8,3483,IsConfid,ToolConfid,1
8075,43,Male,101738,Social Media,Conversion,684.3644371,0.1333546527,0.1847625226,14,2.199962015,8.561804443,54,18,1,9,11,IsConfid,ToolConfid,1
8076,61,Male,39928,SEO,Conversion,3415.822374,0.2885503554,0.1686911527,17,9.305327353,11.65400416,30,5,2,5,2751,IsConfid,ToolConfid,1
8077,51,Female,96521,Email,Awareness,8482.440111,0.03642835291,0.1776626956,12,1.303525347,6.855998938,79,7,1,3,1964,IsConfid,ToolConfid,1
8078,27,Male,59599,PPC,Consideration,7765.483775,0.1822554423,0.181606484,37,4.166296479,5.902815262,90,11,8,6,4031,IsConfid,ToolConfid,1
8079,53,Male,36775,SEO,Consideration,6483.131081,0.2765598512,0.08482433846,7,3.323392047,7.686031018,10,15,9,7,65,IsConfid,ToolConfid,1
8080,31,Female,86504,Email,Retention,8717.538325,0.2854081782,0.1733314114,15,1.0747242,11.8030383,65,19,4,6,1998,IsConfid,ToolConfid,1
8081,48,Female,95918,Referral,Consideration,7121.768487,0.2553421684,0.1183664375,19,9.357382268,5.02635302,59,2,8,5,590,IsConfid,ToolConfid,1
8082,65,Male,90687,PPC,Consideration,5241.813542,0.2582209854,0.01725020498,25,3.822467174,5.586708708,30,15,7,1,220,IsConfid,ToolConfid,1
8083,32,Female,46804,Referral,Retention,9799.203254,0.1991330567,0.1308089077,34,5.520475764,3.242519905,49,14,4,4,4394,IsConfid,ToolConfid,1
8084,25,Male,129122,Social Media,Consideration,6979.07519,0.07392270135,0.09941759562,16,6.243458477,10.67345375,59,10,6,5,928,IsConfid,ToolConfid,1
8085,31,Female,52259,SEO,Awareness,6053.53505,0.2218967779,0.06227938525,25,6.494317814,13.5420318,87,5,1,1,1884,IsConfid,ToolConfid,1
8086,40,Female,145725,PPC,Consideration,4147.818553,0.2937314947,0.1943727966,17,5.142346553,3.193228853,61,1,9,8,1530,IsConfid,ToolConfid,1
8087,57,Female,106284,Email,Awareness,9033.883736,0.1625207193,0.02046346308,43,6.344464544,1.001548287,38,6,9,9,932,IsConfid,ToolConfid,1
8088,38,Female,105227,Email,Awareness,3027.520046,0.08560223413,0.1897167042,6,7.765849038,6.028424545,2,15,6,3,3472,IsConfid,ToolConfid,1
8089,33,Male,117556,SEO,Awareness,191.2739827,0.1763066097,0.04026074152,43,9.568801255,6.447244092,57,0,4,4,3242,IsConfid,ToolConfid,1
8090,62,Male,63560,Referral,Consideration,2047.731172,0.2102770033,0.08162775407,34,6.913335433,9.865021138,67,12,5,4,3897,IsConfid,ToolConfid,1
8091,35,Female,47256,Referral,Consideration,1184.22317,0.07040128973,0.08927468333,11,5.160065706,1.741069485,29,3,8,6,1288,IsConfid,ToolConfid,1
8092,64,Male,26125,PPC,Conversion,3258.038364,0.2185649108,0.1488938985,46,5.001440553,12.41172688,66,0,7,8,2324,IsConfid,ToolConfid,1
8093,41,Male,24370,PPC,Retention,8276.198907,0.1803555291,0.05096574966,48,7.388716276,8.822808703,67,4,1,8,2368,IsConfid,ToolConfid,1
8094,43,Female,24838,Referral,Retention,6550.143885,0.1875814737,0.1973593502,43,6.64331692,8.416578322,57,15,9,5,3006,IsConfid,ToolConfid,1
8095,42,Female,134479,PPC,Conversion,1772.907833,0.09873649962,0.152312252,40,4.783479312,5.087263989,76,18,5,8,72,IsConfid,ToolConfid,1
8096,62,Female,77429,Referral,Awareness,7909.335039,0.05502737493,0.1600910013,0,4.022981312,5.79637894,52,11,0,3,3482,IsConfid,ToolConfid,1
8097,58,Male,23134,SEO,Retention,5091.776674,0.1908004696,0.03022146682,24,9.93833779,1.303695133,13,8,7,4,205,IsConfid,ToolConfid,1
8098,46,Female,130995,PPC,Conversion,5175.874779,0.1800075669,0.1004992818,15,7.901172889,11.42944427,9,5,0,4,2595,IsConfid,ToolConfid,1
8099,32,Male,63199,Referral,Awareness,3684.910592,0.1080235344,0.1896657766,14,2.860981283,9.26868017,77,8,1,4,3514,IsConfid,ToolConfid,1
8100,62,Male,97092,PPC,Conversion,8659.702012,0.09580916359,0.06131255359,10,3.629545047,14.65821336,80,1,3,0,2398,IsConfid,ToolConfid,1
8101,18,Female,144925,Email,Consideration,3251.440308,0.1107008939,0.03762289444,36,9.043198028,5.626645703,21,0,9,6,4525,IsConfid,ToolConfid,1
8102,42,Male,53822,Email,Consideration,1031.983631,0.1520661682,0.1022249474,38,6.947462699,10.16053388,62,9,1,5,1506,IsConfid,ToolConfid,1
8103,24,Male,113513,Social Media,Awareness,3097.01704,0.2926977232,0.1867746832,2,3.796775535,13.83340681,60,2,4,2,1821,IsConfid,ToolConfid,1
8104,26,Female,40113,Referral,Awareness,7182.000108,0.2314337404,0.1024902186,44,4.277892731,10.81937289,45,17,6,7,272,IsConfid,ToolConfid,1
8105,41,Male,83594,Social Media,Consideration,6610.060679,0.2570045244,0.08691851755,44,4.410168982,1.084502608,36,11,6,5,360,IsConfid,ToolConfid,1
8106,18,Male,116102,Referral,Retention,1961.36982,0.156638375,0.133551763,41,2.67665677,9.667433637,20,14,9,8,4403,IsConfid,ToolConfid,1
8107,61,Male,22669,PPC,Retention,1206.664561,0.1625758474,0.1880079598,38,5.600518556,8.408169707,88,13,4,6,3502,IsConfid,ToolConfid,1
8108,25,Female,69427,Referral,Consideration,6642.571008,0.06925415182,0.01932091535,19,7.890135794,7.740043405,2,9,2,7,2395,IsConfid,ToolConfid,1
8109,41,Female,101617,Email,Retention,6796.130673,0.2191032925,0.03914515364,22,6.076539537,8.519137531,18,5,4,8,2647,IsConfid,ToolConfid,1
8110,28,Female,32938,PPC,Consideration,3724.881408,0.1322593617,0.03522331891,14,6.903477547,7.178204489,31,19,3,5,3426,IsConfid,ToolConfid,1
8111,68,Female,25717,Email,Conversion,8443.733697,0.2253095891,0.02621326664,17,6.358477492,10.53156737,78,19,5,7,603,IsConfid,ToolConfid,1
8112,34,Female,97818,PPC,Conversion,9784.231518,0.1286260606,0.06740015532,38,1.530058865,0.7162370906,23,11,0,1,3469,IsConfid,ToolConfid,1
8113,25,Female,67659,Referral,Conversion,2135.887712,0.04146998429,0.05356871629,34,2.692540546,3.234115832,72,8,0,0,4643,IsConfid,ToolConfid,0
8114,52,Male,127601,Referral,Retention,5812.980285,0.06018556946,0.1142513406,28,4.153135932,5.798091617,73,3,7,8,162,IsConfid,ToolConfid,1
8115,52,Male,84575,Email,Conversion,152.9286571,0.2453553226,0.07218499013,19,9.003115027,7.063675419,47,3,5,9,1669,IsConfid,ToolConfid,1
8116,50,Female,99737,SEO,Awareness,7159.238521,0.08499878197,0.08698949368,41,4.138231008,2.392052046,95,1,8,5,1981,IsConfid,ToolConfid,1
8117,22,Male,36289,Referral,Awareness,4201.392924,0.08666278254,0.1889542912,14,3.944052745,12.39211667,57,6,9,9,4669,IsConfid,ToolConfid,1
8118,59,Female,44406,SEO,Conversion,2013.365346,0.2795167461,0.03957457184,31,1.725279814,13.97617489,39,10,0,9,2597,IsConfid,ToolConfid,1
8119,56,Female,142688,PPC,Awareness,7546.997025,0.2007143306,0.08380689209,11,9.7487135,11.3926246,6,15,6,2,4820,IsConfid,ToolConfid,1
8120,58,Female,116822,SEO,Conversion,8125.423096,0.04314919063,0.0588455497,47,8.006947029,13.9678617,45,9,0,2,3803,IsConfid,ToolConfid,1
8121,45,Female,32873,Email,Conversion,1200.548362,0.05163972834,0.1143415366,11,7.893345036,11.2767099,90,14,6,7,3336,IsConfid,ToolConfid,1
8122,24,Female,145812,Social Media,Consideration,505.8580422,0.08898655549,0.149903883,24,4.453349631,6.895312273,14,1,6,2,4108,IsConfid,ToolConfid,1
8123,26,Male,102048,Social Media,Conversion,3407.376573,0.1822587495,0.1652276959,33,1.705325085,6.200428114,84,11,7,9,3310,IsConfid,ToolConfid,1
8124,25,Female,114463,Email,Awareness,6297.305611,0.2283193863,0.107906372,7,3.371682416,2.912791037,73,14,4,5,4974,IsConfid,ToolConfid,1
8125,29,Female,43461,Social Media,Retention,7954.853319,0.0896039686,0.1724341524,23,8.676096801,1.753482095,86,10,7,5,3606,IsConfid,ToolConfid,1
8126,51,Female,40710,Email,Conversion,5506.018717,0.2624861909,0.1591643465,44,2.622681194,3.68446509,4,9,9,4,4652,IsConfid,ToolConfid,1
8127,50,Male,105488,Referral,Consideration,5849.412885,0.04166225188,0.03983077167,0,9.048246304,8.215968117,58,2,4,6,2863,IsConfid,ToolConfid,1
8128,65,Male,33448,SEO,Awareness,8018.596395,0.07020375873,0.05663146421,24,5.821790638,2.456733691,69,7,8,3,596,IsConfid,ToolConfid,1
8129,40,Male,35198,Social Media,Consideration,5335.549405,0.2914348271,0.1376269004,33,7.430828762,14.29187142,21,19,7,9,1084,IsConfid,ToolConfid,1
8130,41,Female,93158,Referral,Conversion,6150.429453,0.04907601046,0.1952108638,13,5.082772555,3.668285627,27,19,6,5,2530,IsConfid,ToolConfid,1
8131,54,Female,126384,Social Media,Conversion,5210.551666,0.2675522792,0.08146464311,35,9.390784344,12.58765523,53,4,6,0,3755,IsConfid,ToolConfid,1
8132,52,Male,87938,PPC,Conversion,8816.53651,0.2141411719,0.05366348972,5,3.156924986,12.37287496,18,10,2,2,458,IsConfid,ToolConfid,1
8133,61,Female,70799,Email,Conversion,2431.614524,0.03119525629,0.1751345925,44,6.151900872,2.547455548,13,11,5,6,40,IsConfid,ToolConfid,1
8134,57,Male,121860,Email,Awareness,2713.536487,0.1502749804,0.04792627231,8,1.622044117,10.80577129,47,19,5,8,2601,IsConfid,ToolConfid,1
8135,39,Female,114003,Referral,Retention,1366.81847,0.1605040124,0.1425075721,47,5.32384518,12.44965064,6,10,4,0,819,IsConfid,ToolConfid,1
8136,44,Female,54961,PPC,Conversion,8212.72084,0.2803204931,0.01650732337,0,9.754429168,13.32216675,78,5,1,3,3124,IsConfid,ToolConfid,1
8137,52,Male,63007,SEO,Consideration,4176.595177,0.132120332,0.01360629787,8,1.793183721,14.33270426,31,7,9,6,3120,IsConfid,ToolConfid,1
8138,18,Female,85470,PPC,Awareness,3544.150015,0.1395614485,0.09579767565,23,5.560507267,13.98650023,21,12,6,9,189,IsConfid,ToolConfid,1
8139,52,Female,72256,PPC,Awareness,9815.352299,0.04262028889,0.1347426242,38,6.420756803,5.011487334,45,14,4,8,2995,IsConfid,ToolConfid,1
8140,54,Female,40739,SEO,Awareness,9275.353328,0.1953600434,0.03706254625,17,9.385712714,4.381011226,84,1,1,7,2856,IsConfid,ToolConfid,1
8141,64,Female,104054,SEO,Consideration,9722.678053,0.07116012301,0.1551376661,47,3.676727817,6.264191036,82,5,3,1,2962,IsConfid,ToolConfid,1
8142,31,Female,78186,PPC,Retention,1508.760068,0.03248464488,0.03445993166,38,5.526465725,7.242590888,12,19,0,1,1913,IsConfid,ToolConfid,0
8143,20,Male,46547,Social Media,Consideration,8923.39295,0.29910651,0.1114044835,17,9.88476267,3.891332745,21,1,7,8,1910,IsConfid,ToolConfid,1
8144,18,Female,114472,Social Media,Consideration,3354.225034,0.08819259211,0.06857684653,40,7.921171012,1.748206342,9,14,4,1,318,IsConfid,ToolConfid,0
8145,22,Female,105823,PPC,Consideration,225.3020251,0.05090541789,0.1529281226,27,8.2937312,10.02050313,43,0,7,9,4579,IsConfid,ToolConfid,1
8146,43,Female,138301,Social Media,Conversion,3973.853526,0.2128522086,0.1627821832,1,8.024601479,3.026491371,23,10,0,6,4662,IsConfid,ToolConfid,1
8147,31,Male,126887,SEO,Conversion,5141.043896,0.2482878252,0.02255733552,36,5.637034212,13.76604539,58,7,7,9,3096,IsConfid,ToolConfid,1
8148,56,Male,71431,SEO,Consideration,1171.382193,0.02858247301,0.04659486817,40,4.909186607,4.671429645,61,8,4,8,2876,IsConfid,ToolConfid,1
8149,44,Male,45476,Social Media,Consideration,5423.008407,0.04056405917,0.1796023808,35,3.293318598,3.366450493,71,14,6,7,252,IsConfid,ToolConfid,1
8150,26,Male,98411,SEO,Conversion,8212.689483,0.03615040884,0.08896643895,47,5.193701566,3.31529321,71,4,2,4,4,IsConfid,ToolConfid,1
8151,32,Male,30686,Email,Conversion,3838.744413,0.02361819796,0.1005798144,23,1.184521291,4.697293161,54,8,2,1,3395,IsConfid,ToolConfid,0
8152,32,Female,37536,SEO,Retention,3591.183585,0.2012423788,0.04192452992,34,1.873998906,9.376403945,48,3,8,5,2692,IsConfid,ToolConfid,1
8153,43,Male,54062,PPC,Consideration,3454.22316,0.180610825,0.1990300113,5,3.585318424,14.68559634,49,9,6,6,3824,IsConfid,ToolConfid,1
8154,59,Male,68216,Referral,Awareness,9238.635014,0.2022139304,0.1853790597,16,4.002666178,7.550893895,18,3,5,9,399,IsConfid,ToolConfid,1
8155,30,Female,45041,Social Media,Retention,582.705178,0.1566434773,0.01038468749,29,7.367656043,9.195330769,81,4,3,6,858,IsConfid,ToolConfid,1
8156,68,Male,51653,Social Media,Awareness,4506.253806,0.2470772288,0.1146395897,7,2.544421754,12.71769112,57,18,4,4,2699,IsConfid,ToolConfid,1
8157,49,Male,41673,SEO,Retention,2719.534596,0.1685338077,0.1757308029,41,8.161955439,5.343542947,96,12,7,9,4216,IsConfid,ToolConfid,1
8158,56,Male,30367,SEO,Consideration,8948.689551,0.2764366111,0.09180138518,9,8.207214045,3.108211752,47,10,0,8,2497,IsConfid,ToolConfid,1
8159,66,Male,39629,Referral,Awareness,1050.917409,0.1508380744,0.09299470913,15,6.283336801,6.787591298,92,11,1,5,2503,IsConfid,ToolConfid,1
8160,69,Female,140756,Referral,Conversion,4173.28339,0.2392910118,0.08207595978,37,5.423468671,5.121043747,95,13,2,9,2986,IsConfid,ToolConfid,1
8161,49,Male,131641,PPC,Retention,4127.479905,0.1281345026,0.01547738368,25,5.20658989,13.05888077,71,12,4,8,225,IsConfid,ToolConfid,1
8162,21,Female,108636,Email,Awareness,8895.104734,0.1362149295,0.1601538338,30,4.784852306,14.68012777,95,3,7,7,3180,IsConfid,ToolConfid,1
8163,47,Female,92190,PPC,Retention,2233.385106,0.2562076931,0.09678918864,7,1.797174423,10.48059347,11,12,4,9,3224,IsConfid,ToolConfid,1
8164,54,Female,45063,Social Media,Consideration,6484.464562,0.04122135225,0.1109024713,34,6.898991923,9.979531018,85,4,4,8,4269,IsConfid,ToolConfid,1
8165,40,Female,39322,SEO,Awareness,1430.620656,0.1738261489,0.05858017219,33,6.19567002,10.85620697,19,8,5,0,1775,IsConfid,ToolConfid,1
8166,56,Female,104546,PPC,Awareness,9544.359569,0.2206375757,0.1589825135,9,1.141907542,7.281154694,44,0,8,1,4941,IsConfid,ToolConfid,1
8167,62,Female,135637,SEO,Awareness,5970.848097,0.2276219785,0.1608122239,39,2.824261889,9.617520481,25,11,8,7,927,IsConfid,ToolConfid,1
8168,32,Male,32693,SEO,Retention,6299.94163,0.1815331229,0.1150549552,43,4.926918619,1.533284513,80,16,8,5,412,IsConfid,ToolConfid,1
8169,60,Male,29241,PPC,Conversion,4394.356676,0.1399387004,0.1818793059,11,9.111769767,7.655008803,97,0,4,0,3631,IsConfid,ToolConfid,1
8170,46,Female,49778,PPC,Conversion,3488.598855,0.08562690872,0.03201800384,40,9.912508938,5.319315995,30,18,5,9,3666,IsConfid,ToolConfid,1
8171,53,Male,122379,Referral,Conversion,2205.496652,0.2737336083,0.1594590663,26,7.761936744,1.271114989,81,4,6,0,3396,IsConfid,ToolConfid,1
