user_id,segment,confidence
U00131,loyal_customer,0.9
U00132,loyal_customer,0.9
U00133,low_engagement,0.68
U00134,new_cold_customer,0.61
U00135,price_sensitive,0.73
U00136,low_engagement,0.71
U00137,new_cold_customer,0.61
U00138,low_engagement,0.77
U00139,new_cold_customer,0.64
U00140,new_cold_customer,0.61
U00141,low_engagement,0.68
U00142,new_cold_customer,0.67
U00143,loyal_customer,0.84
U00144,low_engagement,0.71
U00145,loyal_customer,0.9
U00146,low_engagement,0.71
U00147,new_cold_customer,0.67
U00148,price_sensitive,0.79
U00149,low_engagement,0.74
U00150,low_engagement,0.68
U00151,new_cold_customer,0.64
U00152,new_cold_customer,0.64
U00153,loyal_customer,0.87
U00154,loyal_customer,0.9
U00155,high_intent,0.97
U00156,new_cold_customer,0.7
U00157,new_cold_customer,0.7
U00158,loyal_customer,0.9
U00159,low_engagement,0.77
U00160,new_cold_customer,0.67
U00161,loyal_customer,0.87
U00162,loyal_customer,0.87
U00163,low_engagement,0.74
U00164,new_cold_customer,0.61
U00165,low_engagement,0.77
U00166,new_cold_customer,0.67
U00167,new_cold_customer,0.61
U00168,low_engagement,0.71
U00169,loyal_customer,0.87
U00170,low_engagement,0.71
U00171,price_sensitive,0.76
U00172,low_engagement,0.71
U00173,low_engagement,0.77
U00174,new_cold_customer,0.67
U00175,new_cold_customer,0.7
U00176,low_engagement,0.68
U00177,loyal_customer,0.9
U00178,new_cold_customer,0.61
U00179,new_cold_customer,0.61
U00180,new_cold_customer,0.64
U00181,low_engagement,0.71
U00182,high_intent,0.97
U00183,high_intent,0.99
U00184,new_cold_customer,0.64
U00185,new_cold_customer,0.61
U00186,new_cold_customer,0.64
U00187,loyal_customer,0.9
U00188,loyal_customer,0.87
U00189,loyal_customer,0.9
U00190,loyal_customer,0.81
U00191,new_cold_customer,0.61
U00192,high_intent,0.94
U00193,price_sensitive,0.79
U00194,new_cold_customer,0.7
U00195,new_cold_customer,0.67
U00196,high_intent,0.99
U00197,low_engagement,0.68
U00198,low_engagement,0.74
U00199,low_engagement,0.71
U00200,low_engagement,0.77
U00201,high_intent,0.94
U00202,high_intent,0.97
U00203,new_cold_customer,0.67
U00204,low_engagement,0.71
U00205,low_engagement,0.68
U00206,high_intent,0.97
U00207,loyal_customer,0.9
U00208,high_intent,0.99
U00209,new_cold_customer,0.64
U00210,high_intent,0.97
U00211,high_intent,0.99
U00212,loyal_customer,0.9
U00213,new_cold_customer,0.64
U00214,new_cold_customer,0.7
U00215,low_engagement,0.77
U00216,loyal_customer,0.81
U00217,loyal_customer,0.81
U00218,high_intent,0.99
U00219,new_cold_customer,0.7
U00220,new_cold_customer,0.61
U00221,new_cold_customer,0.7
U00222,low_engagement,0.77
U00223,price_sensitive,0.76
U00224,new_cold_customer,0.7
U00225,new_cold_customer,0.67
U00226,low_engagement,0.68
U00227,new_cold_customer,0.61
U00228,high_intent,0.97
U00229,new_cold_customer,0.67
U00230,loyal_customer,0.84
U00231,price_sensitive,0.79
U00232,new_cold_customer,0.67
U00233,new_cold_customer,0.61
U00234,new_cold_customer,0.7
U00235,high_intent,0.94
U00236,low_engagement,0.74
U00237,low_engagement,0.68
U00238,new_cold_customer,0.67
U00239,price_sensitive,0.73
U00240,high_intent,0.94
U00241,loyal_customer,0.84
U00242,loyal_customer,0.87
U00243,loyal_customer,0.84
U00244,low_engagement,0.71
U00245,new_cold_customer,0.7
U00246,high_intent,0.99
U00247,new_cold_customer,0.61
U00248,new_cold_customer,0.67
U00249,new_cold_customer,0.61
U00250,price_sensitive,0.76
U00251,loyal_customer,0.9
U00252,low_engagement,0.77
U00253,loyal_customer,0.87
U00254,high_intent,0.94
U00255,loyal_customer,0.81
U00256,loyal_customer,0.84
U00257,new_cold_customer,0.64
U00258,low_engagement,0.68
U00259,loyal_customer,0.84
U00260,low_engagement,0.71
U00261,new_cold_customer,0.61
U00262,new_cold_customer,0.61
U00263,price_sensitive,0.79
U00264,new_cold_customer,0.7
U00265,low_engagement,0.77
U00266,new_cold_customer,0.61
U00267,new_cold_customer,0.64
U00268,new_cold_customer,0.7
U00269,loyal_customer,0.87
U00270,new_cold_customer,0.7
U00271,new_cold_customer,0.61
U00272,new_cold_customer,0.7
U00273,new_cold_customer,0.61
U00274,low_engagement,0.71
U00275,high_intent,0.97
U00276,new_cold_customer,0.64
U00277,loyal_customer,0.81
U00278,low_engagement,0.71
U00279,loyal_customer,0.9
U00280,new_cold_customer,0.64
U00281,low_engagement,0.77
U00282,new_cold_customer,0.7
U00283,low_engagement,0.68
U00284,high_intent,0.94
U00285,low_engagement,0.71
U00286,loyal_customer,0.81
U00287,high_intent,0.99
U00288,low_engagement,0.71
U00289,new_cold_customer,0.64
U00290,low_engagement,0.77
U00291,loyal_customer,0.87
U00292,new_cold_customer,0.67
U00293,new_cold_customer,0.61
U00294,new_cold_customer,0.64
U00295,new_cold_customer,0.61
U00296,new_cold_customer,0.64
U00297,loyal_customer,0.9
U00298,loyal_customer,0.84
U00299,new_cold_customer,0.7
U00300,price_sensitive,0.76
U00301,low_engagement,0.71
U00302,low_engagement,0.77
U00303,loyal_customer,0.9
U00304,new_cold_customer,0.64
U00305,low_engagement,0.71
U00306,new_cold_customer,0.67
U00307,high_intent,0.99
U00308,new_cold_customer,0.61
U00309,new_cold_customer,0.7
U00310,low_engagement,0.74
U00311,low_engagement,0.71
U00312,low_engagement,0.74
U00313,loyal_customer,0.9
U00314,low_engagement,0.74
U00315,low_engagement,0.77
U00316,low_engagement,0.71
U00317,loyal_customer,0.9
U00318,low_engagement,0.74
U00319,high_intent,0.99
U00320,loyal_customer,0.84
U00321,low_engagement,0.74
U00322,new_cold_customer,0.7
U00323,new_cold_customer,0.67
U00324,low_engagement,0.71
U00325,new_cold_customer,0.64
U00326,new_cold_customer,0.7
U00327,high_intent,0.99
U00328,loyal_customer,0.84
U00329,low_engagement,0.74
U00330,loyal_customer,0.81
U00331,loyal_customer,0.87
U00332,new_cold_customer,0.7
U00333,high_intent,0.94
U00334,low_engagement,0.77
U00335,low_engagement,0.68
U00336,low_engagement,0.77
U00337,new_cold_customer,0.67
U00338,loyal_customer,0.81
U00339,new_cold_customer,0.61
U00340,low_engagement,0.77
U00341,high_intent,0.99
U00342,low_engagement,0.74
U00343,new_cold_customer,0.67
U00344,price_sensitive,0.79
U00345,new_cold_customer,0.61
U00346,new_cold_customer,0.67
U00347,new_cold_customer,0.67
U00348,new_cold_customer,0.67
U00349,low_engagement,0.74
U00350,new_cold_customer,0.67
U00351,loyal_customer,0.87
U00352,price_sensitive,0.76
U00353,high_intent,0.94
U00354,new_cold_customer,0.7
U00355,new_cold_customer,0.61
U00356,new_cold_customer,0.64
U00357,new_cold_customer,0.67
U00358,new_cold_customer,0.67
U00359,low_engagement,0.77
U00360,new_cold_customer,0.61
U00361,new_cold_customer,0.64
U00362,loyal_customer,0.84
U00363,high_intent,0.99
U00364,new_cold_customer,0.7
U00365,new_cold_customer,0.7
U00366,price_sensitive,0.73
U00367,high_intent,0.99
U00368,loyal_customer,0.84
U00369,high_intent,0.99
U00370,new_cold_customer,0.67
U00371,price_sensitive,0.76
U00372,low_engagement,0.71
U00373,new_cold_customer,0.7
U00374,new_cold_customer,0.64
U00375,new_cold_customer,0.67
U00376,new_cold_customer,0.67
U00377,loyal_customer,0.87
U00378,high_intent,0.99
U00379,high_intent,0.99
U00380,new_cold_customer,0.61
U00381,loyal_customer,0.87
U00382,loyal_customer,0.84
U00383,new_cold_customer,0.67
U00384,new_cold_customer,0.61
U00385,new_cold_customer,0.61
U00386,loyal_customer,0.84
U00387,loyal_customer,0.84
U00388,loyal_customer,0.87
U00389,new_cold_customer,0.64
U00390,high_intent,0.94
U00391,loyal_customer,0.84
U00392,new_cold_customer,0.61
U00393,loyal_customer,0.84
U00394,new_cold_customer,0.61
U00395,high_intent,0.99
U00396,low_engagement,0.77
U00397,new_cold_customer,0.61
U00398,new_cold_customer,0.64
U00399,high_intent,0.99
U00400,low_engagement,0.68
U00401,new_cold_customer,0.64
U00402,new_cold_customer,0.7
U00403,high_intent,0.99
U00404,new_cold_customer,0.64
U00405,low_engagement,0.74
U00406,new_cold_customer,0.7
U00407,low_engagement,0.71
U00408,new_cold_customer,0.67
U00409,new_cold_customer,0.64
U00410,new_cold_customer,0.7
U00411,low_engagement,0.71
U00412,new_cold_customer,0.67
U00413,new_cold_customer,0.7
U00414,new_cold_customer,0.7
U00415,loyal_customer,0.9
U00416,low_engagement,0.71
U00417,new_cold_customer,0.61
U00418,new_cold_customer,0.64
U00419,loyal_customer,0.9
U00420,low_engagement,0.77
U00421,loyal_customer,0.87
U00422,high_intent,0.99
U00423,low_engagement,0.68
U00424,low_engagement,0.68
U00425,new_cold_customer,0.61
U00426,loyal_customer,0.81
U00427,new_cold_customer,0.61
U00428,new_cold_customer,0.64
U00429,low_engagement,0.74
U00430,low_engagement,0.71
U00431,new_cold_customer,0.61
U00432,low_engagement,0.74
U00433,new_cold_customer,0.61
U00434,loyal_customer,0.9
U00435,price_sensitive,0.73
U00436,low_engagement,0.74
U00437,low_engagement,0.68
U00438,high_intent,0.97
U00439,new_cold_customer,0.7
U00440,loyal_customer,0.9
U00441,loyal_customer,0.84
U00442,new_cold_customer,0.61
U00443,new_cold_customer,0.7
U00444,low_engagement,0.68
U00445,loyal_customer,0.9
U00446,high_intent,0.99
U00447,loyal_customer,0.81
U00448,low_engagement,0.74
U00449,low_engagement,0.74
U00450,high_intent,0.97
U00451,new_cold_customer,0.67
U00452,low_engagement,0.74
U00453,new_cold_customer,0.7
U00454,new_cold_customer,0.61
U00455,new_cold_customer,0.7
U00456,loyal_customer,0.9
U00457,new_cold_customer,0.67
U00458,loyal_customer,0.9
U00459,high_intent,0.94
U00460,new_cold_customer,0.7
U00461,new_cold_customer,0.7
U00462,low_engagement,0.71
U00463,new_cold_customer,0.7
U00464,high_intent,0.99
U00465,loyal_customer,0.84
U00466,low_engagement,0.71
U00467,new_cold_customer,0.7
U00468,new_cold_customer,0.67
U00469,new_cold_customer,0.7
U00470,new_cold_customer,0.64
U00471,low_engagement,0.74
U00472,loyal_customer,0.81
U00473,new_cold_customer,0.7
U00474,loyal_customer,0.9
U00475,high_intent,0.97
U00476,new_cold_customer,0.67
U00477,loyal_customer,0.9
U00478,low_engagement,0.68
U00479,price_sensitive,0.73
U00480,new_cold_customer,0.67
U00481,low_engagement,0.74
U00482,price_sensitive,0.73
U00483,high_intent,0.97
U00484,high_intent,0.94
U00485,high_intent,0.99
U00486,high_intent,0.99
U00487,low_engagement,0.71
U00488,loyal_customer,0.81
U00489,high_intent,0.99
U00490,new_cold_customer,0.7
U00491,low_engagement,0.77
U00492,price_sensitive,0.73
U00493,high_intent,0.99
U00494,high_intent,0.99
U00495,low_engagement,0.74
U00496,low_engagement,0.71
U00497,low_engagement,0.68
U00498,low_engagement,0.77
U00499,price_sensitive,0.76
U00500,low_engagement,0.71
U00501,price_sensitive,0.73
U00502,new_cold_customer,0.61
U00503,low_engagement,0.74
U00504,new_cold_customer,0.64
U00505,low_engagement,0.74
U00506,new_cold_customer,0.67
U00507,price_sensitive,0.73
U00508,low_engagement,0.74
U00509,loyal_customer,0.87
U00510,price_sensitive,0.76
U00511,new_cold_customer,0.61
U00512,new_cold_customer,0.7
U00513,low_engagement,0.77
U00514,new_cold_customer,0.61
U00515,new_cold_customer,0.61
U00516,price_sensitive,0.73
U00517,high_intent,0.94
U00518,new_cold_customer,0.64
U00519,loyal_customer,0.81
U00520,high_intent,0.99
U00521,new_cold_customer,0.64
U00522,new_cold_customer,0.61
U00523,new_cold_customer,0.67
U00524,low_engagement,0.71
U00525,high_intent,0.99
U00526,low_engagement,0.77
U00527,new_cold_customer,0.7
U00528,new_cold_customer,0.7
U00529,new_cold_customer,0.7
U00530,loyal_customer,0.84
U00531,loyal_customer,0.84
U00532,low_engagement,0.68
U00533,price_sensitive,0.73
U00534,low_engagement,0.68
U00535,low_engagement,0.68
U00536,new_cold_customer,0.61
U00537,new_cold_customer,0.67
U00538,loyal_customer,0.81
U00539,low_engagement,0.71
U00540,new_cold_customer,0.61
U00541,loyal_customer,0.81
U00542,high_intent,0.97
U00543,new_cold_customer,0.64
U00544,high_intent,0.97
U00545,low_engagement,0.77
U00546,high_intent,0.99
U00547,low_engagement,0.71
U00548,high_intent,0.99
U00549,low_engagement,0.68
U00550,low_engagement,0.71
U00551,low_engagement,0.77
U00552,low_engagement,0.74
U00553,low_engagement,0.74
U00554,low_engagement,0.71
U00555,low_engagement,0.71
U00556,new_cold_customer,0.7
U00557,low_engagement,0.68
U00558,price_sensitive,0.76
U00559,new_cold_customer,0.67
U00560,low_engagement,0.74
U00561,price_sensitive,0.79
U00562,loyal_customer,0.87
U00563,new_cold_customer,0.67
U00564,loyal_customer,0.84
U00565,loyal_customer,0.87
U00566,loyal_customer,0.9
U00567,new_cold_customer,0.7
U00568,low_engagement,0.74
U00569,new_cold_customer,0.61
U00570,new_cold_customer,0.64
U00571,new_cold_customer,0.61
U00572,high_intent,0.97
U00573,loyal_customer,0.84
U00574,new_cold_customer,0.7
U00575,loyal_customer,0.84
U00576,loyal_customer,0.84
U00577,high_intent,0.97
U00578,price_sensitive,0.79
U00579,loyal_customer,0.84
U00580,loyal_customer,0.9
U00581,loyal_customer,0.84
U00582,high_intent,0.99
U00583,new_cold_customer,0.64
U00584,new_cold_customer,0.61
U00585,new_cold_customer,0.64
U00586,new_cold_customer,0.64
U00587,new_cold_customer,0.64
U00588,new_cold_customer,0.7
U00589,new_cold_customer,0.64
U00590,new_cold_customer,0.7
U00591,low_engagement,0.71
U00592,new_cold_customer,0.67
U00593,price_sensitive,0.79
U00594,new_cold_customer,0.64
U00595,new_cold_customer,0.61
U00596,loyal_customer,0.9
U00597,new_cold_customer,0.7
U00598,loyal_customer,0.9
U00599,loyal_customer,0.9
U00600,loyal_customer,0.9
U00601,low_engagement,0.77
U00602,loyal_customer,0.9
U00603,low_engagement,0.71
U00604,high_intent,0.99
U00605,loyal_customer,0.81
U00606,new_cold_customer,0.67
U00607,low_engagement,0.68
U00608,high_intent,0.99
U00609,new_cold_customer,0.7
U00610,low_engagement,0.77
U00611,new_cold_customer,0.64
U00612,loyal_customer,0.9
U00613,new_cold_customer,0.64
U00614,low_engagement,0.77
U00615,new_cold_customer,0.67
U00616,high_intent,0.99
U00617,new_cold_customer,0.67
U00618,loyal_customer,0.81
U00619,loyal_customer,0.9
U00620,low_engagement,0.74
U00621,new_cold_customer,0.61
U00622,low_engagement,0.68
U00623,high_intent,0.99
U00624,new_cold_customer,0.67
U00625,price_sensitive,0.73
U00626,low_engagement,0.77
U00627,high_intent,0.99
U00628,new_cold_customer,0.7
U00629,price_sensitive,0.73
U00630,loyal_customer,0.9
U00631,loyal_customer,0.9
U00632,new_cold_customer,0.7
U00633,low_engagement,0.68
U00634,price_sensitive,0.76
U00635,high_intent,0.99
U00636,price_sensitive,0.76
U00637,price_sensitive,0.79
U00638,loyal_customer,0.81
U00639,new_cold_customer,0.67
U00640,new_cold_customer,0.61
U00641,loyal_customer,0.87
U00642,new_cold_customer,0.64
U00643,price_sensitive,0.76
U00644,new_cold_customer,0.61
U00645,low_engagement,0.77
U00646,loyal_customer,0.9
U00647,new_cold_customer,0.61
U00648,new_cold_customer,0.61
U00649,new_cold_customer,0.64
U00650,new_cold_customer,0.61
U00651,loyal_customer,0.84
U00652,loyal_customer,0.9
U00653,low_engagement,0.68
U00654,new_cold_customer,0.7
U00655,new_cold_customer,0.61
U00656,loyal_customer,0.9
U00657,loyal_customer,0.87
U00658,price_sensitive,0.73
U00659,low_engagement,0.68
U00660,loyal_customer,0.87
U00661,new_cold_customer,0.7
U00662,new_cold_customer,0.64
U00663,new_cold_customer,0.61
U00664,price_sensitive,0.73
U00665,new_cold_customer,0.7
U00666,loyal_customer,0.84
U00667,loyal_customer,0.9
U00668,new_cold_customer,0.64
U00669,new_cold_customer,0.67
U00670,new_cold_customer,0.67
U00671,loyal_customer,0.84
U00672,low_engagement,0.74
U00673,low_engagement,0.74
U00674,loyal_customer,0.9
U00675,loyal_customer,0.84
U00676,new_cold_customer,0.7
U00677,low_engagement,0.77
U00678,new_cold_customer,0.7
U00679,high_intent,0.99
U00680,high_intent,0.99
U00681,loyal_customer,0.84
U00682,new_cold_customer,0.7
U00683,high_intent,0.94
U00684,low_engagement,0.71
U00685,new_cold_customer,0.61
U00686,low_engagement,0.71
U00687,loyal_customer,0.9
U00688,price_sensitive,0.79
U00689,new_cold_customer,0.67
U00690,low_engagement,0.71
U00691,new_cold_customer,0.67
U00692,low_engagement,0.68
U00693,low_engagement,0.68
U00694,new_cold_customer,0.61
U00695,low_engagement,0.68
U00696,high_intent,0.94
U00697,loyal_customer,0.9
U00698,low_engagement,0.71
U00699,low_engagement,0.68
U00700,loyal_customer,0.81
U00701,new_cold_customer,0.7
U00702,low_engagement,0.71
U00703,new_cold_customer,0.7
U00704,low_engagement,0.77
U00705,low_engagement,0.74
U00706,loyal_customer,0.81
U00707,new_cold_customer,0.64
U00708,loyal_customer,0.81
U00709,loyal_customer,0.81
U00710,low_engagement,0.71
U00711,loyal_customer,0.81
U00712,low_engagement,0.71
U00713,loyal_customer,0.84
U00714,new_cold_customer,0.61
U00715,price_sensitive,0.79
U00716,new_cold_customer,0.67
U00717,loyal_customer,0.9
U00718,high_intent,0.94
U00719,high_intent,0.99
U00720,loyal_customer,0.84
U00721,price_sensitive,0.79
U00722,loyal_customer,0.9
U00723,new_cold_customer,0.64
U00724,low_engagement,0.77
U00725,new_cold_customer,0.67
U00726,loyal_customer,0.87
U00727,new_cold_customer,0.64
U00728,new_cold_customer,0.64
U00729,loyal_customer,0.84
U00730,low_engagement,0.71
U00731,new_cold_customer,0.7
U00732,new_cold_customer,0.67
U00733,low_engagement,0.74
U00734,new_cold_customer,0.7
U00735,new_cold_customer,0.64
U00736,low_engagement,0.77
U00737,high_intent,0.99
U00738,price_sensitive,0.76
U00739,loyal_customer,0.9
U00740,loyal_customer,0.9
U00741,price_sensitive,0.79
U00742,new_cold_customer,0.7
U00743,loyal_customer,0.84
U00744,low_engagement,0.77
U00745,high_intent,0.97
U00746,loyal_customer,0.9
U00747,loyal_customer,0.84
U00748,loyal_customer,0.9
U00749,high_intent,0.94
U00750,new_cold_customer,0.64
U00751,low_engagement,0.74
U00752,loyal_customer,0.87
U00753,low_engagement,0.74
U00754,new_cold_customer,0.64
U00755,new_cold_customer,0.67
U00756,high_intent,0.99
U00757,high_intent,0.99
U00758,low_engagement,0.74
U00759,price_sensitive,0.76
U00760,new_cold_customer,0.67
U00761,new_cold_customer,0.61
U00762,new_cold_customer,0.67
U00763,new_cold_customer,0.64
U00764,low_engagement,0.77
U00765,high_intent,0.99
U00766,loyal_customer,0.9
U00767,new_cold_customer,0.61
U00768,new_cold_customer,0.61
U00769,low_engagement,0.74
U00770,high_intent,0.99
U00771,new_cold_customer,0.64
U00772,loyal_customer,0.9
U00773,new_cold_customer,0.7
U00774,loyal_customer,0.81
U00775,loyal_customer,0.9
U00776,loyal_customer,0.84
U00777,new_cold_customer,0.67
U00778,new_cold_customer,0.64
U00779,loyal_customer,0.9
U00780,low_engagement,0.68
U00781,low_engagement,0.77
U00782,new_cold_customer,0.67
U00783,new_cold_customer,0.67
U00784,price_sensitive,0.73
U00785,new_cold_customer,0.7
U00786,low_engagement,0.77
U00787,new_cold_customer,0.7
U00788,low_engagement,0.77
U00789,new_cold_customer,0.67
U00790,new_cold_customer,0.7
U00791,low_engagement,0.74
U00792,new_cold_customer,0.64
U00793,new_cold_customer,0.61
U00794,new_cold_customer,0.61
U00795,loyal_customer,0.87
U00796,loyal_customer,0.87
U00797,price_sensitive,0.73
U00798,loyal_customer,0.9
U00799,loyal_customer,0.87
U00800,loyal_customer,0.9
U00801,new_cold_customer,0.64
U00802,price_sensitive,0.79
U00803,high_intent,0.99
U00804,low_engagement,0.77
U00805,low_engagement,0.71
U00806,low_engagement,0.68
U00807,new_cold_customer,0.67
U00808,low_engagement,0.77
U00809,loyal_customer,0.87
U00810,new_cold_customer,0.67
U00811,loyal_customer,0.84
U00812,new_cold_customer,0.64
U00813,price_sensitive,0.76
U00814,new_cold_customer,0.7
U00815,low_engagement,0.71
U00816,low_engagement,0.71
U00817,low_engagement,0.74
U00818,low_engagement,0.77
U00819,loyal_customer,0.84
U00820,new_cold_customer,0.61
U00821,new_cold_customer,0.61
U00822,new_cold_customer,0.61
U00823,new_cold_customer,0.67
U00824,low_engagement,0.68
U00825,loyal_customer,0.84
U00826,high_intent,0.99
U00827,high_intent,0.99
U00828,new_cold_customer,0.67
U00829,loyal_customer,0.84
U00830,loyal_customer,0.84
U00831,low_engagement,0.77
U00832,new_cold_customer,0.64
U00833,price_sensitive,0.79
U00834,new_cold_customer,0.61
U00835,loyal_customer,0.9
U00836,new_cold_customer,0.61
U00837,high_intent,0.99
U00838,low_engagement,0.68
U00839,high_intent,0.99
U00840,low_engagement,0.71
U00841,loyal_customer,0.84
U00842,new_cold_customer,0.7
U00843,new_cold_customer,0.67
U00844,high_intent,0.99
U00845,loyal_customer,0.9
U00846,loyal_customer,0.81
U00847,new_cold_customer,0.67
U00848,price_sensitive,0.73
U00849,low_engagement,0.77
U00850,new_cold_customer,0.67
U00851,high_intent,0.99
U00852,new_cold_customer,0.61
U00853,new_cold_customer,0.64
U00854,new_cold_customer,0.64
U00855,new_cold_customer,0.61
U00856,loyal_customer,0.9
U00857,loyal_customer,0.84
U00858,price_sensitive,0.73
U00859,low_engagement,0.71
U00860,new_cold_customer,0.64
U00861,new_cold_customer,0.64
U00862,low_engagement,0.68
U00863,loyal_customer,0.9
U00864,high_intent,0.99
U00865,new_cold_customer,0.7
U00866,new_cold_customer,0.7
U00867,loyal_customer,0.9
U00868,high_intent,0.99
U00869,low_engagement,0.77
U00870,new_cold_customer,0.64
U00871,low_engagement,0.77
U00872,low_engagement,0.77
U00873,high_intent,0.99
U00874,high_intent,0.94
U00875,new_cold_customer,0.7
U00876,new_cold_customer,0.7
U00877,high_intent,0.97
U00878,low_engagement,0.68
U00879,low_engagement,0.74
U00880,new_cold_customer,0.7
U00881,new_cold_customer,0.7
U00882,new_cold_customer,0.7
U00883,loyal_customer,0.9
U00884,high_intent,0.94
U00885,low_engagement,0.77
U00886,price_sensitive,0.79
U00887,low_engagement,0.68
U00888,new_cold_customer,0.67
U00889,new_cold_customer,0.7
U00890,new_cold_customer,0.67
U00891,loyal_customer,0.9
U00892,new_cold_customer,0.7
U00893,new_cold_customer,0.67
U00894,price_sensitive,0.76
U00895,loyal_customer,0.84
U00896,loyal_customer,0.9
U00897,low_engagement,0.71
U00898,low_engagement,0.77
U00899,price_sensitive,0.79
U00900,loyal_customer,0.87
U00901,low_engagement,0.71
U00902,new_cold_customer,0.67
U00903,new_cold_customer,0.7
U00904,loyal_customer,0.84
U00905,loyal_customer,0.84
U00906,loyal_customer,0.87
U00907,new_cold_customer,0.67
U00908,new_cold_customer,0.64
U00909,loyal_customer,0.9
U00910,price_sensitive,0.73
U00911,new_cold_customer,0.7
U00912,low_engagement,0.68
U00913,new_cold_customer,0.61
U00914,loyal_customer,0.84
U00915,low_engagement,0.71
U00916,high_intent,0.97
U00917,new_cold_customer,0.7
U00918,new_cold_customer,0.61
U00919,loyal_customer,0.9
U00920,low_engagement,0.71
U00921,low_engagement,0.77
U00922,loyal_customer,0.84
U00923,loyal_customer,0.81
U00924,new_cold_customer,0.61
U00925,new_cold_customer,0.61
U00926,loyal_customer,0.81
U00927,low_engagement,0.77
U00928,high_intent,0.94
U00929,loyal_customer,0.9
U00930,price_sensitive,0.73
U00931,price_sensitive,0.79
U00932,new_cold_customer,0.64
U00933,new_cold_customer,0.7
U00934,loyal_customer,0.9
U00935,loyal_customer,0.9
U00936,loyal_customer,0.84
