user_id,CustomerID,segment_id,segment_name,segment_method,segment_confidence
8326,8326,3,Price Sensitive,hybrid,0.7
8327,8327,1,High Intent,hybrid,0.6
8328,8328,3,Price Sensitive,hybrid,0.8
8329,8329,4,Loyal Customer,hybrid,0.6
8330,8330,3,Price Sensitive,hybrid,0.7
8331,8331,3,Price Sensitive,hybrid,0.95
8332,8332,4,Loyal Customer,hybrid,0.6
8333,8333,2,Low Engagement,hybrid,0.8
8334,8334,2,Low Engagement,hybrid,0.6
8335,8335,2,Low Engagement,hybrid,0.6
8336,8336,3,Price Sensitive,hybrid,0.8
8337,8337,3,Price Sensitive,hybrid,0.6
8338,8338,3,Price Sensitive,hybrid,0.95
8339,8339,2,Low Engagement,hybrid,0.75
8340,8340,2,Low Engagement,hybrid,0.75
8341,8341,4,Loyal Customer,hybrid,0.6
8342,8342,4,Loyal Customer,hybrid,0.8
8343,8343,4,Loyal Customer,hybrid,0.75
8344,8344,2,Low Engagement,hybrid,0.6
8345,8345,1,High Intent,hybrid,0.7
8346,8346,3,Price Sensitive,hybrid,0.8
8347,8347,1,High Intent,hybrid,0.7
8348,8348,2,Low Engagement,hybrid,0.6
8349,8349,2,Low Engagement,hybrid,0.6
8350,8350,1,High Intent,hybrid,0.75
8351,8351,3,Price Sensitive,hybrid,0.75
8352,8352,1,High Intent,hybrid,0.6
8353,8353,4,Loyal Customer,hybrid,0.6
8354,8354,4,Loyal Customer,hybrid,0.6
8355,8355,4,Loyal Customer,hybrid,0.95
8356,8356,2,Low Engagement,hybrid,0.6
8357,8357,4,Loyal Customer,hybrid,0.6
8358,8358,1,High Intent,hybrid,0.75
8359,8359,1,High Intent,hybrid,0.8
8360,8360,1,High Intent,hybrid,0.95
8361,8361,3,Price Sensitive,hybrid,0.75
8362,8362,1,High Intent,hybrid,0.6
8363,8363,1,High Intent,hybrid,0.75
8364,8364,5,New Cold User,hybrid,0.65
8365,8365,2,Low Engagement,hybrid,0.6
8366,8366,3,Price Sensitive,hybrid,0.95
8367,8367,2,Low Engagement,hybrid,0.6
8368,8368,3,Price Sensitive,hybrid,0.8
8369,8369,2,Low Engagement,hybrid,0.75
8370,8370,2,Low Engagement,hybrid,0.6
8371,8371,2,Low Engagement,hybrid,0.6
8372,8372,3,Price Sensitive,hybrid,0.75
8373,8373,1,High Intent,hybrid,0.8
8374,8374,3,Price Sensitive,hybrid,0.75
8375,8375,3,Price Sensitive,hybrid,0.6
8376,8376,1,High Intent,hybrid,0.8
8377,8377,2,Low Engagement,hybrid,0.6
8378,8378,2,Low Engagement,hybrid,0.6
8379,8379,3,Price Sensitive,hybrid,0.6
8380,8380,4,Loyal Customer,hybrid,0.6
8381,8381,2,Low Engagement,hybrid,0.6
8382,8382,2,Low Engagement,hybrid,0.6
8383,8383,2,Low Engagement,hybrid,0.75
8384,8384,2,Low Engagement,hybrid,0.8
8385,8385,2,Low Engagement,hybrid,0.6
8386,8386,4,Loyal Customer,hybrid,0.8
8387,8387,3,Price Sensitive,hybrid,0.6
8388,8388,3,Price Sensitive,hybrid,0.6
8389,8389,1,High Intent,hybrid,0.75
8390,8390,3,Price Sensitive,hybrid,0.8
8391,8391,1,High Intent,hybrid,0.95
8392,8392,4,Loyal Customer,hybrid,0.75
8393,8393,4,Loyal Customer,hybrid,0.6
8394,8394,4,Loyal Customer,hybrid,0.6
8395,8395,2,Low Engagement,hybrid,0.7
8396,8396,3,Price Sensitive,hybrid,0.7
8397,8397,2,Low Engagement,hybrid,0.6
8398,8398,1,High Intent,hybrid,0.7
8399,8399,3,Price Sensitive,hybrid,0.8
8400,8400,4,Loyal Customer,hybrid,0.6
8401,8401,4,Loyal Customer,hybrid,0.6
8402,8402,1,High Intent,hybrid,0.7
8403,8403,3,Price Sensitive,hybrid,0.6
8404,8404,4,Loyal Customer,hybrid,0.6
8405,8405,2,Low Engagement,hybrid,0.6
8406,8406,2,Low Engagement,hybrid,0.6
8407,8407,3,Price Sensitive,hybrid,0.7
8408,8408,2,Low Engagement,hybrid,0.6
8409,8409,4,Loyal Customer,hybrid,0.8
8410,8410,2,Low Engagement,hybrid,0.6
8411,8411,3,Price Sensitive,hybrid,0.7
8412,8412,1,High Intent,hybrid,0.7
8413,8413,4,Loyal Customer,hybrid,0.75
8414,8414,3,Price Sensitive,hybrid,0.6
8415,8415,2,Low Engagement,hybrid,0.75
8416,8416,2,Low Engagement,hybrid,0.6
8417,8417,2,Low Engagement,hybrid,0.6
8418,8418,2,Low Engagement,hybrid,0.75
8419,8419,4,Loyal Customer,hybrid,0.6
8420,8420,3,Price Sensitive,hybrid,0.6
8421,8421,3,Price Sensitive,hybrid,0.75
8422,8422,3,Price Sensitive,hybrid,0.8
8423,8423,2,Low Engagement,hybrid,0.6
8424,8424,1,High Intent,hybrid,0.7
8425,8425,2,Low Engagement,hybrid,0.6
8426,8426,1,High Intent,hybrid,0.6
8427,8427,1,High Intent,hybrid,0.7
8428,8428,2,Low Engagement,hybrid,0.75
8429,8429,3,Price Sensitive,hybrid,0.6
8430,8430,1,High Intent,hybrid,0.8
8431,8431,1,High Intent,hybrid,0.7
8432,8432,3,Price Sensitive,hybrid,0.6
8433,8433,2,Low Engagement,hybrid,0.7
8434,8434,4,Loyal Customer,hybrid,0.6
8435,8435,3,Price Sensitive,hybrid,0.7
8436,8436,4,Loyal Customer,hybrid,0.8
8437,8437,2,Low Engagement,hybrid,0.6
8438,8438,4,Loyal Customer,hybrid,0.8
8439,8439,2,Low Engagement,hybrid,0.75
8440,8440,1,High Intent,hybrid,0.7
8441,8441,4,Loyal Customer,hybrid,0.8
8442,8442,1,High Intent,hybrid,0.75
8443,8443,2,Low Engagement,hybrid,0.6
8444,8444,2,Low Engagement,hybrid,0.75
8445,8445,4,Loyal Customer,hybrid,0.75
8446,8446,4,Loyal Customer,hybrid,0.6
8447,8447,3,Price Sensitive,hybrid,0.7
8448,8448,4,Loyal Customer,hybrid,0.8
8449,8449,1,High Intent,hybrid,0.75
8450,8450,2,Low Engagement,hybrid,0.6
8451,8451,2,Low Engagement,hybrid,0.95
8452,8452,1,High Intent,hybrid,0.95
8453,8453,2,Low Engagement,hybrid,0.7
8454,8454,3,Price Sensitive,hybrid,0.6
8455,8455,4,Loyal Customer,hybrid,0.95
8456,8456,4,Loyal Customer,hybrid,0.8
8457,8457,3,Price Sensitive,hybrid,0.7
8458,8458,1,High Intent,hybrid,0.7
8459,8459,3,Price Sensitive,hybrid,0.8
8460,8460,2,Low Engagement,hybrid,0.6
8461,8461,1,High Intent,hybrid,0.7
8462,8462,2,Low Engagement,hybrid,0.6
8463,8463,2,Low Engagement,hybrid,0.6
8464,8464,3,Price Sensitive,hybrid,0.75
8465,8465,3,Price Sensitive,hybrid,0.75
8466,8466,1,High Intent,hybrid,0.7
8467,8467,2,Low Engagement,hybrid,0.6
8468,8468,3,Price Sensitive,hybrid,0.6
8469,8469,2,Low Engagement,hybrid,0.75
8470,8470,4,Loyal Customer,hybrid,0.7
8471,8471,2,Low Engagement,hybrid,0.95
8472,8472,4,Loyal Customer,hybrid,0.95
8473,8473,4,Loyal Customer,hybrid,0.6
8474,8474,1,High Intent,hybrid,0.7
8475,8475,2,Low Engagement,hybrid,0.75
8476,8476,1,High Intent,hybrid,0.7
8477,8477,3,Price Sensitive,hybrid,0.7
8478,8478,4,Loyal Customer,hybrid,0.8
8479,8479,3,Price Sensitive,hybrid,0.8
8480,8480,4,Loyal Customer,hybrid,0.6
8481,8481,1,High Intent,hybrid,0.7
8482,8482,3,Price Sensitive,hybrid,0.75
8483,8483,2,Low Engagement,hybrid,0.6
8484,8484,2,Low Engagement,hybrid,0.6
8485,8485,1,High Intent,hybrid,0.75
8486,8486,4,Loyal Customer,hybrid,0.6
8487,8487,2,Low Engagement,hybrid,0.6
8488,8488,2,Low Engagement,hybrid,0.6
8489,8489,2,Low Engagement,hybrid,0.6
8490,8490,2,Low Engagement,hybrid,0.6
8491,8491,3,Price Sensitive,hybrid,0.75
8492,8492,4,Loyal Customer,hybrid,0.6
8493,8493,4,Loyal Customer,hybrid,0.6
8494,8494,1,High Intent,hybrid,0.95
8495,8495,2,Low Engagement,hybrid,0.8
8496,8496,2,Low Engagement,hybrid,0.6
8497,8497,4,Loyal Customer,hybrid,0.6
8498,8498,4,Loyal Customer,hybrid,0.95
8499,8499,1,High Intent,hybrid,0.7
8500,8500,2,Low Engagement,hybrid,0.6
8501,8501,4,Loyal Customer,hybrid,0.7
8502,8502,3,Price Sensitive,hybrid,0.95
8503,8503,3,Price Sensitive,hybrid,0.6
8504,8504,1,High Intent,hybrid,0.6
8505,8505,2,Low Engagement,hybrid,0.6
8506,8506,2,Low Engagement,hybrid,0.6
8507,8507,2,Low Engagement,hybrid,0.75
8508,8508,1,High Intent,hybrid,0.6
8509,8509,1,High Intent,hybrid,0.7
8510,8510,2,Low Engagement,hybrid,0.6
8511,8511,1,High Intent,hybrid,0.7
8512,8512,4,Loyal Customer,hybrid,0.8
8513,8513,3,Price Sensitive,hybrid,0.8
8514,8514,1,High Intent,hybrid,0.7
8515,8515,1,High Intent,hybrid,0.7
8516,8516,2,Low Engagement,hybrid,0.75
8517,8517,2,Low Engagement,hybrid,0.6
8518,8518,2,Low Engagement,hybrid,0.6
8519,8519,4,Loyal Customer,hybrid,0.95
8520,8520,2,Low Engagement,hybrid,0.6
8521,8521,3,Price Sensitive,hybrid,0.6
8522,8522,4,Loyal Customer,hybrid,0.7
8523,8523,4,Loyal Customer,hybrid,0.7
8524,8524,2,Low Engagement,hybrid,0.7
8525,8525,3,Price Sensitive,hybrid,0.75
8526,8526,4,Loyal Customer,hybrid,0.75
8527,8527,1,High Intent,hybrid,0.75
8528,8528,2,Low Engagement,hybrid,0.8
8529,8529,1,High Intent,hybrid,0.7
8530,8530,2,Low Engagement,hybrid,0.6
8531,8531,4,Loyal Customer,hybrid,0.75
8532,8532,4,Loyal Customer,hybrid,0.75
8533,8533,4,Loyal Customer,hybrid,0.6
8534,8534,3,Price Sensitive,hybrid,0.7
8535,8535,2,Low Engagement,hybrid,0.6
8536,8536,1,High Intent,hybrid,0.75
8537,8537,2,Low Engagement,hybrid,0.7
8538,8538,2,Low Engagement,hybrid,0.75
8539,8539,1,High Intent,hybrid,0.7
8540,8540,3,Price Sensitive,hybrid,0.95
8541,8541,4,Loyal Customer,hybrid,0.75
8542,8542,1,High Intent,hybrid,0.75
8543,8543,4,Loyal Customer,hybrid,0.95
8544,8544,4,Loyal Customer,hybrid,0.6
8545,8545,3,Price Sensitive,hybrid,0.7
8546,8546,3,Price Sensitive,hybrid,0.8
8547,8547,1,High Intent,hybrid,0.75
8548,8548,2,Low Engagement,hybrid,0.6
8549,8549,2,Low Engagement,hybrid,0.6
8550,8550,2,Low Engagement,hybrid,0.75
8551,8551,3,Price Sensitive,hybrid,0.8
8552,8552,2,Low Engagement,hybrid,0.6
8553,8553,2,Low Engagement,hybrid,0.7
8554,8554,4,Loyal Customer,hybrid,0.6
8555,8555,1,High Intent,hybrid,0.75
8556,8556,2,Low Engagement,hybrid,0.75
8557,8557,1,High Intent,hybrid,0.6
8558,8558,4,Loyal Customer,hybrid,0.6
8559,8559,2,Low Engagement,hybrid,0.6
8560,8560,3,Price Sensitive,hybrid,0.8
8561,8561,2,Low Engagement,hybrid,0.6
8562,8562,1,High Intent,hybrid,0.75
8563,8563,3,Price Sensitive,hybrid,0.7
8564,8564,2,Low Engagement,hybrid,0.75
8565,8565,4,Loyal Customer,hybrid,0.8
8566,8566,3,Price Sensitive,hybrid,0.95
8567,8567,3,Price Sensitive,hybrid,0.6
8568,8568,2,Low Engagement,hybrid,0.75
8569,8569,1,High Intent,hybrid,0.75
8570,8570,4,Loyal Customer,hybrid,0.8
8571,8571,2,Low Engagement,hybrid,0.7
8572,8572,4,Loyal Customer,hybrid,0.7
8573,8573,2,Low Engagement,hybrid,0.75
8574,8574,4,Loyal Customer,hybrid,0.8
8575,8575,4,Loyal Customer,hybrid,0.6
8576,8576,1,High Intent,hybrid,0.75
8577,8577,3,Price Sensitive,hybrid,0.6
8578,8578,3,Price Sensitive,hybrid,0.75
