Customer_ID,Recency,Frequency,Monetary,Avg_Order_Value,Session_Count,Avg_Session_Duration,Pages_Viewed,Clicks,Campaign_Response,Wishlist_Adds,Cart_Abandon_Rate,Returns,Segment_Label
CUST00086,45,30,1030,152,50,17.098954333814536,27,712,0,17,17.39749947390486,0,Silver
CUST00087,48,16,180,114,14,8.535488542043371,11,770,1,10,26.571449834894047,11,Copper
CUST00088,64,18,275,55,24,8.009577155586724,25,731,1,14,22.407539109778853,1,Copper
CUST00089,123,2,8,20,10,7.501900807201718,10,299,0,3,46.92448654386274,9,Iron
CUST00090,41,38,1852,160,34,17.07267918666439,20,1256,0,35,14.084873888822733,6,Silver
CUST00091,23,34,2405,219,91,16.00195615893258,39,1494,1,63,5.639113209491411,2,Gold
CUST00092,73,10,422,115,29,11.443657004925674,12,638,0,7,17.338518653099204,7,Copper
CUST00093,49,14,103,67,28,14.546375133600558,18,791,0,13,15.384483748266339,12,Copper
CUST00094,57,30,1650,120,44,13.633924794321267,40,997,0,23,10.437658471983186,6,Silver
CUST00095,43,10,312,64,29,5.384256456390586,17,328,1,5,19.37365154363648,19,Copper
CUST00096,35,16,634,149,31,19.791033942522734,37,688,0,14,11.044729858159362,4,Silver
CUST00097,48,20,1272,195,65,18.140669059512668,41,1173,0,21,11.081459423371987,0,Silver
CUST00098,29,37,1516,181,47,17.53503901107308,33,1067,0,35,17.269538687331,14,Silver
CUST00099,1,56,7569,268,184,24.95237774397811,94,3067,1,63,9.321617192136323,2,Platinum
CUST00100,27,58,2947,187,75,18.15868785757415,64,1171,1,33,7.344488488080395,9,Gold
CUST00101,13,94,5157,297,129,36.85574492227858,73,4991,1,90,0.6616872172518085,1,Platinum
CUST00102,48,11,412,68,33,11.679730608221847,19,379,0,10,19.499608622317986,8,Copper
CUST00103,42,17,616,160,40,11.800180450508067,32,1153,1,34,18.901151363098094,1,Silver
CUST00104,37,19,698,149,43,14.651235991477796,21,1169,1,21,14.810187798004618,3,Silver
CUST00105,108,1,34,32,9,8.245101691735513,3,164,0,3,31.1455872573072,7,Iron
CUST00106,17,61,2092,156,61,28.566380134757253,57,1751,0,61,5.029627205603968,4,Gold
CUST00107,28,20,1098,174,31,16.801585467588787,37,1006,1,24,19.816845059370486,14,Silver
CUST00108,57,18,323,74,29,5.80846801643254,20,666,1,15,17.439807806431816,9,Copper
CUST00109,23,63,3251,167,72,22.855085999984777,49,2473,0,59,6.658779246625355,9,Gold
CUST00110,2,87,7742,227,173,22.809946297216033,66,2533,1,66,6.683607021173941,1,Platinum
CUST00111,23,65,4971,227,117,18.792133669474733,38,1788,1,59,11.898887322384034,7,Gold
CUST00112,13,60,3690,218,65,24.90798623154729,56,1007,1,65,10.963854184032293,6,Gold
CUST00113,155,7,14,46,18,9.016710326647493,11,260,1,0,37.73728717251842,10,Iron
CUST00114,44,14,206,116,39,11.760560050132531,20,548,1,13,18.805041886825446,9,Copper
CUST00115,50,11,353,78,19,5.310616564230335,27,414,0,8,16.07519069513002,2,Copper
CUST00116,144,4,1,13,0,5.193495558369863,1,247,0,3,28.18751480973114,6,Iron
CUST00117,48,17,381,93,21,12.987718291146285,23,541,0,16,28.862219237050482,5,Copper
CUST00118,19,63,2806,190,116,15.604172441030817,30,2909,1,37,12.674958335093072,0,Gold
CUST00119,64,1,73,45,0,9.434304701336098,5,83,0,0,28.15895323334248,21,Iron
CUST00120,34,14,1026,124,50,13.008061610854341,21,718,0,30,19.115968865602742,2,Silver
CUST00121,31,14,325,63,24,10.311094225441554,13,538,0,18,18.25414838111004,11,Copper
CUST00122,94,7,8,32,3,5.232114636483532,3,275,0,0,48.5841154474752,8,Iron
CUST00123,31,38,1665,145,44,14.705446849512228,38,1483,1,17,10.110471452127776,2,Silver
CUST00124,13,43,2911,155,114,20.43268136337219,35,1482,0,32,11.340770612085656,9,Gold
CUST00125,27,62,3967,229,118,18.142293340793994,65,1962,1,42,13.15709270002073,8,Gold
CUST00126,51,25,1491,199,50,12.04801524939167,38,1032,1,30,18.888842740838328,4,Silver
CUST00127,35,13,175,107,23,13.51282212216531,11,767,1,14,25.18317348585895,5,Copper
CUST00128,122,3,20,11,9,8.07490581946904,6,200,0,4,38.60094823034704,16,Iron
CUST00129,2,90,6195,221,130,37.085353853150615,70,3811,1,96,4.156610015004492,4,Platinum
CUST00130,30,24,1424,144,33,16.721050670137647,35,1354,0,21,10.119044688478503,9,Silver
CUST00131,59,15,585,113,46,12.087458823986292,35,962,0,24,16.2248553870623,6,Silver
CUST00132,21,39,4541,191,111,20.584722116613978,40,2653,0,38,5.307865688607466,2,Gold
CUST00133,18,65,3460,239,67,19.887450299060916,48,1366,1,51,11.857030513889372,9,Gold
CUST00134,23,14,1403,100,57,12.651808751303228,23,1256,0,27,13.018391202475154,1,Silver
CUST00135,143,4,29,10,17,9.114880480414346,6,140,0,4,20.744279901276975,15,Iron
CUST00136,31,29,1861,133,52,12.938900831993168,36,1284,0,27,14.294187868522533,14,Silver
CUST00137,22,26,1712,149,55,14.935727932689812,47,1211,0,35,17.02627106323652,2,Silver
CUST00138,67,17,250,81,19,7.9838051356146895,10,740,0,7,15.46641932914584,4,Copper
CUST00139,50,20,713,181,64,10.193184035343405,49,632,0,28,16.683652265904332,12,Silver
CUST00140,97,4,20,36,13,8.669927860506814,1,252,0,4,37.38973891028948,6,Iron
CUST00141,130,4,0,34,7,3.4717319183528463,3,57,0,3,30.144306146725885,14,Iron
CUST00142,13,56,3100,227,96,28.99022853540753,59,1038,0,45,10.633837406661655,6,Gold
CUST00143,46,22,1264,134,44,12.446126700695253,26,1457,0,27,12.453104979859798,3,Silver
CUST00144,51,15,1200,131,55,10.534137632495487,39,1349,0,29,17.07120613944381,5,Silver
CUST00145,11,69,3908,192,77,15.63502418853738,38,1880,0,30,8.476656707588665,3,Gold
CUST00146,2,89,8569,391,113,21.022632762133945,91,3584,0,95,0.6792620422282625,4,Platinum
CUST00147,45,12,205,76,17,13.382941170007634,12,312,0,19,20.342678014926314,16,Copper
CUST00148,59,11,1892,130,66,10.190976556032044,21,533,1,36,11.146399435857068,13,Silver
CUST00149,14,95,7850,328,128,38.473786820437404,82,3168,1,75,3.1265631435521946,2,Platinum
CUST00150,27,60,3178,165,117,27.76203902474269,41,2941,1,40,8.631287104896359,0,Gold
CUST00151,86,2,11,39,8,2.595801281703804,6,214,0,0,48.93013304633017,14,Iron
CUST00152,28,56,2455,228,86,28.831389803584976,37,1989,0,47,5.1746813027900265,5,Gold
CUST00153,12,44,3634,187,92,23.36851168215764,30,2140,0,37,14.329625485670794,5,Gold
CUST00154,29,19,1304,125,57,19.17524727230348,36,1153,1,38,17.080113308712896,1,Silver
CUST00155,103,1,1,26,9,6.445643366626902,3,107,0,4,21.33185794907981,3,Iron
CUST00156,11,48,3844,244,104,24.181189773057888,51,2046,0,44,12.33024214863658,6,Gold
CUST00157,49,17,208,89,34,14.705525148851015,17,729,1,15,27.59350059713133,4,Copper
CUST00158,87,9,330,56,18,8.98641335196384,13,429,0,13,25.131834270348758,12,Copper
CUST00159,16,38,2362,248,117,19.36295902694548,32,2358,1,62,14.41904972838329,3,Gold
CUST00160,35,6,384,89,10,10.893763726481172,13,428,0,16,24.41063256653043,12,Copper
CUST00161,37,26,716,164,44,14.262314582647644,35,903,1,36,11.171072315052777,4,Silver
CUST00162,63,11,166,111,33,13.31640040169331,22,398,0,7,20.898460469593164,17,Copper
CUST00163,58,14,131,88,18,8.995064752605643,17,779,0,16,19.607249252849282,1,Copper
CUST00164,32,10,1383,138,57,13.192567052478967,28,655,1,26,16.83336281280214,12,Silver
CUST00165,7,59,8151,333,147,28.032604166655375,52,3276,1,62,2.2297448800998207,4,Platinum
CUST00166,46,11,255,62,37,6.151639119045256,13,419,0,9,23.651412711538864,3,Copper
CUST00167,54,11,807,190,39,15.73584606953789,39,1296,1,38,12.936764133584362,1,Silver
CUST00168,25,39,4379,179,110,20.978994940776836,43,1277,1,30,14.975482216812411,3,Gold
CUST00169,12,64,8107,246,153,27.10534436114667,95,3589,0,90,5.0278371077197175,2,Platinum
CUST00170,21,11,1689,128,32,13.756487354930009,23,784,1,26,14.032294726807958,6,Silver
CUST00171,74,19,261,99,10,8.679029252862756,17,626,1,19,29.457642773907892,16,Copper
CUST00172,12,59,7629,207,144,22.522053919748185,81,4738,1,53,6.453308128295218,3,Platinum
CUST00173,43,33,554,125,54,11.215111695376661,29,685,0,10,13.015966074459236,8,Silver
CUST00174,25,34,3362,155,85,29.29766307394709,68,2032,1,43,12.610603839674761,8,Gold
CUST00175,44,9,277,70,34,8.373928312487664,15,459,0,14,15.058939821333267,11,Copper
CUST00176,24,50,3709,207,90,21.654684699052183,48,1038,0,59,6.515879119023195,8,Gold
CUST00177,58,6,151,63,12,6.089716293039158,16,550,1,6,24.9565010418255,19,Copper
CUST00178,33,38,791,190,53,15.28352122551236,40,864,0,24,12.94321744231236,3,Silver
CUST00179,123,3,74,27,9,2.1766126551206497,6,232,1,0,48.49865027996613,1,Iron
CUST00180,22,65,4714,222,64,29.066295232672253,60,2282,0,64,14.035593036972818,9,Gold
CUST00181,56,39,1740,131,64,12.174620835913878,26,819,0,27,16.995589594516332,6,Silver
CUST00182,17,62,4750,174,95,26.86774001083402,68,2581,0,52,7.770455962834224,0,Gold
CUST00183,95,1,7,25,10,7.292596883154156,14,174,0,0,38.70877841891793,12,Iron
CUST00184,117,0,0,41,7,8.39011263505952,8,240,0,1,23.005079787119897,6,Iron
CUST00185,19,65,2472,263,118,18.782133909969783,48,1237,1,45,6.7499682875058395,3,Gold
CUST00186,82,6,384,59,36,8.718601153330944,24,435,0,16,24.44461851348686,8,Copper
CUST00187,75,17,479,75,15,10.742703802570873,29,708,0,17,17.16713544891908,0,Copper
CUST00188,36,25,1537,158,46,15.78718010590238,27,1100,0,11,12.367980345961188,8,Silver
CUST00189,49,29,1032,192,54,11.18396841427654,31,524,0,39,16.534889320582476,8,Silver
CUST00190,14,45,3828,225,83,28.92013112661831,38,1982,0,60,6.17471940272859,6,Gold
CUST00191,11,76,5861,284,143,29.362247809098534,56,3685,1,72,1.4838537821747766,1,Platinum
CUST00192,72,3,81,32,0,6.39111373403151,4,276,0,1,32.26530985175205,24,Iron
CUST00193,136,0,54,11,1,5.6675352847180065,5,245,0,1,45.93977341669675,2,Iron
CUST00194,49,14,279,67,30,9.104931145413417,19,461,0,11,18.132555306779757,17,Copper
CUST00195,40,28,759,176,47,18.789332184523058,44,1451,1,36,17.685751724093983,0,Silver
CUST00196,20,15,1350,151,30,10.383074668396613,40,1097,1,16,12.440634510429252,0,Silver
CUST00197,33,16,400,81,13,12.544714750022372,10,654,1,6,19.98971453001219,14,Copper
CUST00198,65,1,8,13,12,1.6695786193475368,11,286,0,0,39.021515249201585,16,Iron
CUST00199,77,0,68,25,14,9.680586003924894,2,97,0,1,25.858199997414822,19,Iron
CUST00200,77,9,313,72,39,8.052536291004431,26,475,1,16,24.998076829465333,11,Copper
CUST00201,62,8,275,113,39,11.415702955650998,22,555,1,11,23.810616001887134,0,Copper
CUST00202,12,81,5105,201,189,39.944090157013584,66,3373,1,95,9.931707895983328,3,Platinum
CUST00203,15,58,3810,240,88,25.731854330397248,64,1371,1,52,14.408635478946973,3,Gold
CUST00204,67,6,65,22,7,4.085818655746735,4,225,0,3,39.701681193701916,3,Iron
CUST00205,77,11,282,62,14,6.306244830765913,17,654,0,10,15.632256254444012,17,Copper
CUST00206,14,91,7449,273,138,34.79406268895636,56,2518,1,95,0.933281202698264,0,Platinum
CUST00207,17,37,4121,294,97,21.39661192938648,69,2107,0,35,8.14241520499505,7,Gold
CUST00208,60,19,387,94,35,14.023460564275865,27,212,0,18,20.35194383482402,5,Copper
CUST00209,14,74,6724,200,188,34.14909583465803,81,3184,1,73,6.019877946472101,4,Platinum
CUST00210,11,50,4589,239,79,21.81614626922196,66,1569,1,54,7.410653303323235,0,Gold
CUST00211,52,24,1651,180,63,18.56299326716117,45,668,0,22,14.713044017565082,13,Silver
CUST00212,88,13,260,82,29,7.978763315227933,19,674,0,19,21.66096737130797,8,Copper
CUST00213,46,9,287,62,12,9.80620733616644,20,675,1,15,15.975689366057109,9,Copper
CUST00214,14,42,3707,188,78,26.344976797202385,41,2331,1,66,6.018906460033959,4,Gold
CUST00215,40,16,328,97,39,14.149319017702965,21,386,1,19,18.67029282184909,1,Copper
CUST00216,15,52,3204,174,63,16.536005246940018,42,1937,1,43,5.210248072196022,7,Gold
CUST00217,43,27,534,188,46,18.15583140235288,43,1018,0,36,11.856040639554331,3,Silver
CUST00218,55,14,464,80,19,9.84342902272125,21,487,0,17,27.892915578712348,19,Copper
CUST00219,49,11,460,89,36,7.7244644110883165,21,669,1,17,15.295981435026079,13,Copper
CUST00220,64,9,102,117,31,11.784635490771606,29,551,0,16,29.517182054872848,4,Copper
CUST00221,56,11,132,117,36,10.481200649818184,21,550,0,12,18.86610091967278,9,Copper
CUST00222,21,34,678,110,46,18.606044903497093,25,1468,1,38,18.07502525113823,11,Silver
CUST00223,13,57,9318,219,126,22.14313393853847,70,4620,1,55,7.239226711930654,0,Platinum
CUST00224,26,37,503,104,40,11.555903243850079,21,1024,0,16,10.046444830849888,7,Silver
CUST00225,16,59,2920,267,79,16.200488546489048,34,2728,1,32,6.065116370318014,8,Gold
CUST00226,24,63,3267,218,90,29.68872418052978,30,2429,1,55,13.476113742156492,8,Gold
CUST00227,60,8,22,11,13,3.9609619721917193,2,65,0,4,28.895285004263933,5,Iron
CUST00228,22,23,1007,165,61,13.767387453309546,41,1206,0,10,13.38679604457031,0,Silver
CUST00229,103,4,26,47,15,3.6322662990120174,12,116,0,1,25.903704007753984,20,Iron
CUST00230,68,15,305,52,23,5.955362076362372,13,536,1,13,18.477677348249493,14,Copper
CUST00231,69,6,422,111,19,12.26608021181275,23,643,0,14,15.259889576335455,4,Copper
CUST00232,54,11,1494,172,47,16.74231449748532,22,709,0,16,13.230435846186024,1,Silver
CUST00233,41,28,1178,150,38,14.043124312197587,31,615,0,27,14.412458764311774,12,Silver
CUST00234,59,31,1732,106,46,10.517208825546534,37,1035,0,38,10.538621144550964,0,Silver
CUST00235,19,38,4021,155,110,17.055895253048718,64,2873,1,34,6.772093798212396,9,Gold
CUST00236,46,8,322,70,27,7.619755642785176,10,335,0,19,27.71347194417742,3,Copper
CUST00237,10,50,4857,150,91,16.66578666567164,65,1038,1,51,14.95608711514426,9,Gold
CUST00238,8,57,7953,341,145,35.19994316661937,60,4565,1,82,9.739405835732573,1,Platinum
CUST00239,64,8,417,102,33,9.635114803585509,11,221,0,14,18.48277175205438,0,Copper
CUST00240,15,57,4348,214,93,27.783547874638664,34,1873,1,47,12.745503274736915,4,Gold
CUST00241,124,2,68,34,16,8.008643412326478,9,209,0,4,47.69847247109434,14,Iron
CUST00242,162,5,26,17,8,3.916251600704632,2,248,0,1,37.51196750480375,17,Iron
CUST00243,92,6,2,23,11,8.227851182925718,4,62,0,4,33.39797904045881,5,Iron
CUST00244,57,27,537,155,55,11.83563244947327,31,998,0,32,14.84778060090447,7,Silver
CUST00245,4,70,6533,314,152,28.268331503478173,98,3090,1,78,6.3914473812314565,3,Platinum
CUST00246,100,6,4,16,5,9.471331577598828,1,126,0,4,24.848481821908923,12,Iron
CUST00247,45,20,1179,196,58,16.586225089630943,40,1371,1,32,18.98223518832162,1,Silver
CUST00248,122,2,30,16,2,5.693397595353005,8,122,0,1,20.149174559670474,0,Iron
CUST00249,153,8,37,24,5,2.7625531770481038,14,233,0,3,22.470589710102743,16,Iron
CUST00250,148,8,11,38,18,2.0018288932979513,6,138,0,3,38.15426590408603,13,Iron
CUST00251,15,46,3315,223,66,15.794593590691512,43,2359,1,33,13.799054333077924,7,Gold
CUST00252,25,10,1010,138,30,10.091099438822017,44,694,1,16,13.747509161760938,13,Silver
CUST00253,155,0,47,31,13,9.610548651230166,7,221,1,0,32.33127696262792,9,Iron
CUST00254,54,32,1447,192,41,10.685075673415524,29,1413,1,26,11.192501676814665,5,Silver
CUST00255,18,50,2094,256,65,20.861255215636398,62,1070,1,40,14.44965208986138,2,Gold
CUST00256,21,24,1942,135,57,12.918231875739673,23,691,1,34,13.389830893381708,13,Silver
CUST00257,158,0,73,41,9,2.888439247815052,8,267,0,2,37.97526905631733,18,Iron
CUST00258,41,12,251,97,39,8.445018551424617,15,627,0,8,19.919243524822292,3,Copper
CUST00259,24,30,1901,107,51,16.796751311406346,41,1313,0,14,14.61999507364208,4,Silver
CUST00260,3,72,7121,204,122,39.401147200761386,74,2775,1,51,0.08200709427645614,3,Platinum
CUST00261,59,7,227,102,38,11.129773415893602,29,374,1,16,17.673516349039833,18,Copper
CUST00262,151,0,62,48,1,8.1390671044599,13,170,0,2,48.36099117888161,17,Iron
CUST00263,10,61,2954,250,100,15.776751659146012,40,1096,0,63,10.3712074828674,3,Gold
CUST00264,21,28,1811,109,37,17.832776812823695,30,1116,0,29,10.502131214575726,7,Silver
CUST00265,74,1,87,42,8,4.7853151674120475,8,268,0,4,48.54391039237459,3,Iron
CUST00266,78,13,289,84,15,10.27299133128794,25,694,0,14,16.373026762242088,14,Copper
CUST00267,35,6,315,105,26,5.157743897714459,10,739,1,12,23.116017879852336,18,Copper
CUST00268,72,5,173,90,16,8.818447989234157,21,438,1,9,23.03288824043399,1,Copper
CUST00269,36,12,1642,164,65,11.897867774345764,38,1254,0,28,19.710724586278197,4,Silver
CUST00270,29,41,4990,185,71,17.14177275209347,63,1751,1,47,8.66667177874633,8,Gold
CUST00271,58,17,104,73,38,7.6509140192744995,15,209,0,5,22.764157161192376,10,Copper
CUST00272,53,12,213,70,29,9.24363788681347,24,441,0,9,27.49273562387164,3,Copper
CUST00273,82,0,30,25,8,1.0547877787803102,1,160,1,1,33.831469016565066,3,Iron
CUST00274,138,5,21,41,19,4.224694721676242,1,192,0,2,49.101936110604925,4,Iron
CUST00275,50,31,1942,170,35,15.94776214790835,20,1222,0,21,16.05400371953344,8,Silver
CUST00276,49,36,560,128,60,13.303110053968465,38,745,0,18,14.308173907871257,5,Silver
CUST00277,37,19,306,99,16,13.531113891570364,25,329,0,7,18.172929387951207,1,Copper
CUST00278,64,14,352,118,11,13.04396446915202,29,389,0,10,24.316111327056507,19,Copper
CUST00279,79,13,439,74,30,13.213294503502436,24,626,1,11,19.59087679387717,4,Copper
CUST00280,31,10,115,104,39,11.65404792638254,15,634,0,7,29.843472123567103,6,Copper
CUST00281,70,6,79,30,3,9.015343841097183,13,160,0,2,32.120603085884404,12,Iron
CUST00282,37,21,1298,193,50,16.160985621493545,42,860,0,18,13.330732960529415,10,Silver
CUST00283,35,39,1344,199,50,11.933786098790552,27,1184,0,29,18.892265936634217,10,Silver
CUST00284,5,81,9445,225,136,35.98580011808429,54,3560,1,80,8.611302430447813,3,Platinum
CUST00285,28,30,1638,160,49,16.1312197374156,41,1181,1,18,17.8509220392499,10,Silver
CUST00286,14,68,7849,237,160,28.223219316926983,50,2386,1,63,7.791041873386466,1,Platinum
CUST00287,24,26,1154,137,43,16.595303190299806,46,1252,0,17,11.217519976476783,14,Silver
CUST00288,48,18,830,144,42,15.41641507833053,38,1165,0,14,10.854668014874813,14,Silver
CUST00289,29,32,4290,245,64,18.127913104487817,32,1407,1,58,13.81466764879556,9,Gold
CUST00290,50,38,946,125,47,10.753214321674049,44,1018,1,25,17.75298018397503,7,Silver
CUST00291,12,82,9722,327,102,29.415204433354045,85,4089,1,66,5.98834014650584,3,Platinum
CUST00292,14,71,8114,330,187,22.00989518479508,71,3673,1,89,0.8170395960222876,3,Platinum
