user_id,CustomerID,segment_id,segment_name,segment_method,segment_confidence
8184,8184,2,Low Engagement,hybrid,0.75
8185,8185,4,Loyal Customer,hybrid,0.6
8186,8186,3,Price Sensitive,hybrid,0.75
8187,8187,2,Low Engagement,hybrid,0.8
8188,8188,2,Low Engagement,hybrid,0.8
8189,8189,2,Low Engagement,hybrid,0.6
8190,8190,3,Price Sensitive,hybrid,0.7
8191,8191,2,Low Engagement,hybrid,0.8
8192,8192,2,Low Engagement,hybrid,0.6
8193,8193,1,High Intent,hybrid,0.6
8194,8194,2,Low Engagement,hybrid,0.6
8195,8195,2,Low Engagement,hybrid,0.75
8196,8196,5,New Cold User,hybrid,0.65
8197,8197,2,Low Engagement,hybrid,0.8
8198,8198,2,Low Engagement,hybrid,0.95
8199,8199,3,Price Sensitive,hybrid,0.75
8200,8200,4,Loyal Customer,hybrid,0.8
8201,8201,3,Price Sensitive,hybrid,0.75
8202,8202,4,Loyal Customer,hybrid,0.95
8203,8203,3,Price Sensitive,hybrid,0.6
8204,8204,3,Price Sensitive,hybrid,0.75
8205,8205,2,Low Engagement,hybrid,0.6
8206,8206,2,Low Engagement,hybrid,0.6
8207,8207,4,Loyal Customer,hybrid,0.8
8208,8208,2,Low Engagement,hybrid,0.75
8209,8209,1,High Intent,hybrid,0.7
8210,8210,4,Loyal Customer,hybrid,0.7
8211,8211,4,Loyal Customer,hybrid,0.6
8212,8212,3,Price Sensitive,hybrid,0.6
8213,8213,2,Low Engagement,hybrid,0.75
8214,8214,4,Loyal Customer,hybrid,0.8
8215,8215,4,Loyal Customer,hybrid,0.6
8216,8216,3,Price Sensitive,hybrid,0.75
8217,8217,4,Loyal Customer,hybrid,0.75
8218,8218,3,Price Sensitive,hybrid,0.6
8219,8219,3,Price Sensitive,hybrid,0.6
8220,8220,1,High Intent,hybrid,0.6
8221,8221,2,Low Engagement,hybrid,0.6
8222,8222,2,Low Engagement,hybrid,0.75
8223,8223,2,Low Engagement,hybrid,0.75
8224,8224,3,Price Sensitive,hybrid,0.6
8225,8225,4,Loyal Customer,hybrid,0.8
8226,8226,4,Loyal Customer,hybrid,0.6
8227,8227,2,Low Engagement,hybrid,0.8
8228,8228,3,Price Sensitive,hybrid,0.75
8229,8229,3,Price Sensitive,hybrid,0.6
8230,8230,2,Low Engagement,hybrid,0.6
8231,8231,4,Loyal Customer,hybrid,0.6
8232,8232,4,Loyal Customer,hybrid,0.75
8233,8233,4,Loyal Customer,hybrid,0.95
8234,8234,1,High Intent,hybrid,0.8
8235,8235,1,High Intent,hybrid,0.8
8236,8236,2,Low Engagement,hybrid,0.75
8237,8237,2,Low Engagement,hybrid,0.6
8238,8238,2,Low Engagement,hybrid,0.75
8239,8239,2,Low Engagement,hybrid,0.75
8240,8240,4,Loyal Customer,hybrid,0.8
8241,8241,4,Loyal Customer,hybrid,0.95
8242,8242,2,Low Engagement,hybrid,0.8
8243,8243,3,Price Sensitive,hybrid,0.6
8244,8244,2,Low Engagement,hybrid,0.75
8245,8245,2,Low Engagement,hybrid,0.95
8246,8246,1,High Intent,hybrid,0.8
8247,8247,4,Loyal Customer,hybrid,0.95
8248,8248,3,Price Sensitive,hybrid,0.6
8249,8249,2,Low Engagement,hybrid,0.95
8250,8250,3,Price Sensitive,hybrid,0.7
8251,8251,2,Low Engagement,hybrid,0.6
8252,8252,4,Loyal Customer,hybrid,0.6
8253,8253,2,Low Engagement,hybrid,0.6
8254,8254,4,Loyal Customer,hybrid,0.75
8255,8255,3,Price Sensitive,hybrid,0.6
8256,8256,2,Low Engagement,hybrid,0.6
8257,8257,3,Price Sensitive,hybrid,0.6
8258,8258,3,Price Sensitive,hybrid,0.6
8259,8259,1,High Intent,hybrid,0.6
8260,8260,4,Loyal Customer,hybrid,0.75
8261,8261,4,Loyal Customer,hybrid,0.6
8262,8262,2,Low Engagement,hybrid,0.75
8263,8263,4,Loyal Customer,hybrid,0.6
8264,8264,5,New Cold User,hybrid,0.65
8265,8265,2,Low Engagement,hybrid,0.8
8266,8266,2,Low Engagement,hybrid,0.75
8267,8267,3,Price Sensitive,hybrid,0.6
8268,8268,2,Low Engagement,hybrid,0.75
8269,8269,2,Low Engagement,hybrid,0.8
8270,8270,2,Low Engagement,hybrid,0.75
8271,8271,2,Low Engagement,hybrid,0.75
8272,8272,4,Loyal Customer,hybrid,0.75
8273,8273,1,High Intent,hybrid,0.8
8274,8274,4,Loyal Customer,hybrid,0.75
8275,8275,3,Price Sensitive,hybrid,0.6
8276,8276,1,High Intent,hybrid,0.8
8277,8277,4,Loyal Customer,hybrid,0.8
8278,8278,2,Low Engagement,hybrid,0.6
8279,8279,2,Low Engagement,hybrid,0.8
8280,8280,4,Loyal Customer,hybrid,0.7
8281,8281,4,Loyal Customer,hybrid,0.7
8282,8282,4,Loyal Customer,hybrid,0.6
8283,8283,2,Low Engagement,hybrid,0.8
8284,8284,2,Low Engagement,hybrid,0.75
8285,8285,4,Loyal Customer,hybrid,0.75
8286,8286,4,Loyal Customer,hybrid,0.95
8287,8287,2,Low Engagement,hybrid,0.8
8288,8288,4,Loyal Customer,hybrid,0.7
8289,8289,2,Low Engagement,hybrid,0.8
8290,8290,1,High Intent,hybrid,0.6
8291,8291,4,Loyal Customer,hybrid,0.75
8292,8292,2,Low Engagement,hybrid,0.6
8293,8293,4,Loyal Customer,hybrid,0.6
8294,8294,2,Low Engagement,hybrid,0.75
8295,8295,2,Low Engagement,hybrid,0.8
8296,8296,4,Loyal Customer,hybrid,0.75
8297,8297,4,Loyal Customer,hybrid,0.75
8298,8298,4,Loyal Customer,hybrid,0.75
8299,8299,2,Low Engagement,hybrid,0.8
8300,8300,1,High Intent,hybrid,0.7
8301,8301,3,Price Sensitive,hybrid,0.6
8302,8302,4,Loyal Customer,hybrid,0.7
8303,8303,5,New Cold User,hybrid,0.65
8304,8304,2,Low Engagement,hybrid,0.6
8305,8305,2,Low Engagement,hybrid,0.75
8306,8306,2,Low Engagement,hybrid,0.8
8307,8307,4,Loyal Customer,hybrid,0.6
8308,8308,4,Loyal Customer,hybrid,0.95
8309,8309,2,Low Engagement,hybrid,0.75
8310,8310,4,Loyal Customer,hybrid,0.6
8311,8311,2,Low Engagement,hybrid,0.6
8312,8312,1,High Intent,hybrid,0.6
8313,8313,1,High Intent,hybrid,0.6
8314,8314,2,Low Engagement,hybrid,0.75
8315,8315,4,Loyal Customer,hybrid,0.95
8316,8316,5,New Cold User,hybrid,0.65
8317,8317,4,Loyal Customer,hybrid,0.6
8318,8318,1,High Intent,hybrid,0.6
8319,8319,3,Price Sensitive,hybrid,0.6
8320,8320,3,Price Sensitive,hybrid,0.6
8321,8321,3,Price Sensitive,hybrid,0.75
8322,8322,4,Loyal Customer,hybrid,0.75
8323,8323,1,High Intent,hybrid,0.7
8324,8324,4,Loyal Customer,hybrid,0.75
8325,8325,2,Low Engagement,hybrid,0.95
8326,8326,2,Low Engagement,hybrid,0.75
8327,8327,1,High Intent,hybrid,0.6
8328,8328,1,High Intent,hybrid,0.7
8329,8329,4,Loyal Customer,hybrid,0.75
8330,8330,2,Low Engagement,hybrid,0.75
8331,8331,3,Price Sensitive,hybrid,0.6
8332,8332,4,Loyal Customer,hybrid,0.75
8333,8333,2,Low Engagement,hybrid,0.6
8334,8334,2,Low Engagement,hybrid,0.75
8335,8335,2,Low Engagement,hybrid,0.75
8336,8336,3,Price Sensitive,hybrid,0.75
8337,8337,3,Price Sensitive,hybrid,0.6
8338,8338,3,Price Sensitive,hybrid,0.6
8339,8339,2,Low Engagement,hybrid,0.6
8340,8340,3,Price Sensitive,hybrid,0.7
8341,8341,4,Loyal Customer,hybrid,0.75
8342,8342,3,Price Sensitive,hybrid,0.7
8343,8343,4,Loyal Customer,hybrid,0.8
8344,8344,2,Low Engagement,hybrid,0.6
8345,8345,2,Low Engagement,hybrid,0.8
8346,8346,3,Price Sensitive,hybrid,0.75
8347,8347,2,Low Engagement,hybrid,0.8
8348,8348,2,Low Engagement,hybrid,0.95
8349,8349,2,Low Engagement,hybrid,0.95
8350,8350,4,Loyal Customer,hybrid,0.7
8351,8351,3,Price Sensitive,hybrid,0.6
8352,8352,1,High Intent,hybrid,0.6
8353,8353,4,Loyal Customer,hybrid,0.75
8354,8354,4,Loyal Customer,hybrid,0.95
8355,8355,4,Loyal Customer,hybrid,0.6
8356,8356,2,Low Engagement,hybrid,0.75
8357,8357,4,Loyal Customer,hybrid,0.95
8358,8358,4,Loyal Customer,hybrid,0.7
8359,8359,2,Low Engagement,hybrid,0.7
8360,8360,1,High Intent,hybrid,0.6
8361,8361,3,Price Sensitive,hybrid,0.6
8362,8362,1,High Intent,hybrid,0.6
8363,8363,4,Loyal Customer,hybrid,0.7
8364,8364,5,New Cold User,hybrid,0.65
8365,8365,2,Low Engagement,hybrid,0.6
8366,8366,3,Price Sensitive,hybrid,0.6
8367,8367,2,Low Engagement,hybrid,0.75
8368,8368,3,Price Sensitive,hybrid,0.6
8369,8369,2,Low Engagement,hybrid,0.8
8370,8370,2,Low Engagement,hybrid,0.6
8371,8371,2,Low Engagement,hybrid,0.6
8372,8372,2,Low Engagement,hybrid,0.7
8373,8373,2,Low Engagement,hybrid,0.7
8374,8374,3,Price Sensitive,hybrid,0.6
8375,8375,4,Loyal Customer,hybrid,0.7
8376,8376,1,High Intent,hybrid,0.6
8377,8377,2,Low Engagement,hybrid,0.6
8378,8378,2,Low Engagement,hybrid,0.95
8379,8379,3,Price Sensitive,hybrid,0.75
8380,8380,2,Low Engagement,hybrid,0.7
8381,8381,2,Low Engagement,hybrid,0.75
8382,8382,2,Low Engagement,hybrid,0.75
8383,8383,3,Price Sensitive,hybrid,0.7
8384,8384,2,Low Engagement,hybrid,0.75
8385,8385,2,Low Engagement,hybrid,0.95
8386,8386,4,Loyal Customer,hybrid,0.75
8387,8387,3,Price Sensitive,hybrid,0.6
8388,8388,3,Price Sensitive,hybrid,0.6
8389,8389,4,Loyal Customer,hybrid,0.7
8390,8390,3,Price Sensitive,hybrid,0.6
8391,8391,1,High Intent,hybrid,0.6
8392,8392,4,Loyal Customer,hybrid,0.8
8393,8393,4,Loyal Customer,hybrid,0.75
8394,8394,4,Loyal Customer,hybrid,0.75
8395,8395,1,High Intent,hybrid,0.6
8396,8396,4,Loyal Customer,hybrid,0.6
8397,8397,2,Low Engagement,hybrid,0.75
8398,8398,2,Low Engagement,hybrid,0.8
8399,8399,3,Price Sensitive,hybrid,0.75
8400,8400,4,Loyal Customer,hybrid,0.95
8401,8401,4,Loyal Customer,hybrid,0.75
8402,8402,4,Loyal Customer,hybrid,0.75
8403,8403,4,Loyal Customer,hybrid,0.7
8404,8404,4,Loyal Customer,hybrid,0.75
8405,8405,2,Low Engagement,hybrid,0.75
8406,8406,2,Low Engagement,hybrid,0.75
8407,8407,2,Low Engagement,hybrid,0.75
8408,8408,2,Low Engagement,hybrid,0.6
8409,8409,3,Price Sensitive,hybrid,0.7
8410,8410,2,Low Engagement,hybrid,0.6
8411,8411,5,New Cold User,hybrid,0.65
8412,8412,2,Low Engagement,hybrid,0.8
8413,8413,1,High Intent,hybrid,0.7
8414,8414,4,Loyal Customer,hybrid,0.7
8415,8415,2,Low Engagement,hybrid,0.8
8416,8416,2,Low Engagement,hybrid,0.6
8417,8417,2,Low Engagement,hybrid,0.95
8418,8418,2,Low Engagement,hybrid,0.6
8419,8419,4,Loyal Customer,hybrid,0.8
8420,8420,3,Price Sensitive,hybrid,0.6
8421,8421,3,Price Sensitive,hybrid,0.8
8422,8422,3,Price Sensitive,hybrid,0.75
8423,8423,2,Low Engagement,hybrid,0.75
8424,8424,2,Low Engagement,hybrid,0.8
8425,8425,2,Low Engagement,hybrid,0.75
8426,8426,1,High Intent,hybrid,0.6
8427,8427,4,Loyal Customer,hybrid,0.75
8428,8428,2,Low Engagement,hybrid,0.8
8429,8429,3,Price Sensitive,hybrid,0.6
8430,8430,2,Low Engagement,hybrid,0.7
8431,8431,4,Loyal Customer,hybrid,0.75
8432,8432,4,Loyal Customer,hybrid,0.7
8433,8433,3,Price Sensitive,hybrid,0.75
8434,8434,4,Loyal Customer,hybrid,0.75
8435,8435,2,Low Engagement,hybrid,0.75
8436,8436,4,Loyal Customer,hybrid,0.75
8437,8437,2,Low Engagement,hybrid,0.75
8438,8438,4,Loyal Customer,hybrid,0.75
8439,8439,2,Low Engagement,hybrid,0.8
8440,8440,2,Low Engagement,hybrid,0.8
8441,8441,4,Loyal Customer,hybrid,0.75
8442,8442,4,Loyal Customer,hybrid,0.7
8443,8443,2,Low Engagement,hybrid,0.75
8444,8444,3,Price Sensitive,hybrid,0.7
8445,8445,4,Loyal Customer,hybrid,0.8
8446,8446,4,Loyal Customer,hybrid,0.6
8447,8447,1,High Intent,hybrid,0.8
8448,8448,4,Loyal Customer,hybrid,0.75
8449,8449,1,High Intent,hybrid,0.8
8450,8450,2,Low Engagement,hybrid,0.75
8451,8451,2,Low Engagement,hybrid,0.6
8452,8452,1,High Intent,hybrid,0.6
8453,8453,3,Price Sensitive,hybrid,0.75
8454,8454,3,Price Sensitive,hybrid,0.8
8455,8455,4,Loyal Customer,hybrid,0.6
8456,8456,3,Price Sensitive,hybrid,0.7
8457,8457,2,Low Engagement,hybrid,0.75
8458,8458,4,Loyal Customer,hybrid,0.75
8459,8459,3,Price Sensitive,hybrid,0.75
8460,8460,2,Low Engagement,hybrid,0.6
8461,8461,2,Low Engagement,hybrid,0.8
8462,8462,2,Low Engagement,hybrid,0.75
8463,8463,2,Low Engagement,hybrid,0.95
8464,8464,3,Price Sensitive,hybrid,0.6
8465,8465,2,Low Engagement,hybrid,0.7
8466,8466,3,Price Sensitive,hybrid,0.6
8467,8467,2,Low Engagement,hybrid,0.75
8468,8468,3,Price Sensitive,hybrid,0.75
8469,8469,2,Low Engagement,hybrid,0.8
8470,8470,2,Low Engagement,hybrid,0.6
8471,8471,2,Low Engagement,hybrid,0.6
8472,8472,4,Loyal Customer,hybrid,0.6
8473,8473,4,Loyal Customer,hybrid,0.75
8474,8474,4,Loyal Customer,hybrid,0.75
8475,8475,2,Low Engagement,hybrid,0.6
8476,8476,2,Low Engagement,hybrid,0.8
8477,8477,2,Low Engagement,hybrid,0.75
8478,8478,4,Loyal Customer,hybrid,0.6
8479,8479,3,Price Sensitive,hybrid,0.6
8480,8480,4,Loyal Customer,hybrid,0.75
8481,8481,4,Loyal Customer,hybrid,0.75
8482,8482,3,Price Sensitive,hybrid,0.6
8483,8483,2,Low Engagement,hybrid,0.6
8484,8484,2,Low Engagement,hybrid,0.95
8485,8485,4,Loyal Customer,hybrid,0.7
8486,8486,4,Loyal Customer,hybrid,0.75
8487,8487,2,Low Engagement,hybrid,0.75
8488,8488,2,Low Engagement,hybrid,0.75
8489,8489,2,Low Engagement,hybrid,0.6
8490,8490,2,Low Engagement,hybrid,0.75
8491,8491,3,Price Sensitive,hybrid,0.6
8492,8492,4,Loyal Customer,hybrid,0.75
8493,8493,4,Loyal Customer,hybrid,0.75
8494,8494,1,High Intent,hybrid,0.6
8495,8495,2,Low Engagement,hybrid,0.75
8496,8496,2,Low Engagement,hybrid,0.75
8497,8497,4,Loyal Customer,hybrid,0.75
8498,8498,4,Loyal Customer,hybrid,0.6
8499,8499,2,Low Engagement,hybrid,0.8
8500,8500,2,Low Engagement,hybrid,0.75
8501,8501,2,Low Engagement,hybrid,0.6
8502,8502,3,Price Sensitive,hybrid,0.6
8503,8503,4,Loyal Customer,hybrid,0.7
8504,8504,1,High Intent,hybrid,0.75
8505,8505,2,Low Engagement,hybrid,0.75
8506,8506,2,Low Engagement,hybrid,0.6
8507,8507,2,Low Engagement,hybrid,0.6
8508,8508,1,High Intent,hybrid,0.6
8509,8509,4,Loyal Customer,hybrid,0.75
8510,8510,2,Low Engagement,hybrid,0.6
8511,8511,2,Low Engagement,hybrid,0.8
8512,8512,4,Loyal Customer,hybrid,0.75
8513,8513,3,Price Sensitive,hybrid,0.6
8514,8514,4,Loyal Customer,hybrid,0.75
8515,8515,2,Low Engagement,hybrid,0.8
8516,8516,2,Low Engagement,hybrid,0.8
8517,8517,2,Low Engagement,hybrid,0.75
8518,8518,2,Low Engagement,hybrid,0.75
8519,8519,4,Loyal Customer,hybrid,0.6
8520,8520,2,Low Engagement,hybrid,0.6
8521,8521,3,Price Sensitive,hybrid,0.75
8522,8522,2,Low Engagement,hybrid,0.6
8523,8523,2,Low Engagement,hybrid,0.6
8524,8524,3,Price Sensitive,hybrid,0.75
8525,8525,3,Price Sensitive,hybrid,0.8
8526,8526,4,Loyal Customer,hybrid,0.8
8527,8527,4,Loyal Customer,hybrid,0.7
8528,8528,2,Low Engagement,hybrid,0.75
8529,8529,4,Loyal Customer,hybrid,0.75
8530,8530,2,Low Engagement,hybrid,0.6
8531,8531,4,Loyal Customer,hybrid,0.8
8532,8532,4,Loyal Customer,hybrid,0.8
8533,8533,4,Loyal Customer,hybrid,0.95
8534,8534,2,Low Engagement,hybrid,0.75
8535,8535,2,Low Engagement,hybrid,0.6
8536,8536,4,Loyal Customer,hybrid,0.7
8537,8537,4,Loyal Customer,hybrid,0.8
8538,8538,2,Low Engagement,hybrid,0.8
8539,8539,4,Loyal Customer,hybrid,0.75
8540,8540,3,Price Sensitive,hybrid,0.6
8541,8541,4,Loyal Customer,hybrid,0.8
8542,8542,1,High Intent,hybrid,0.8
8543,8543,4,Loyal Customer,hybrid,0.6
8544,8544,4,Loyal Customer,hybrid,0.75
8545,8545,1,High Intent,hybrid,0.8
8546,8546,3,Price Sensitive,hybrid,0.75
8547,8547,1,High Intent,hybrid,0.8
8548,8548,2,Low Engagement,hybrid,0.75
8549,8549,2,Low Engagement,hybrid,0.75
8550,8550,3,Price Sensitive,hybrid,0.7
8551,8551,3,Price Sensitive,hybrid,0.75
8552,8552,2,Low Engagement,hybrid,0.75
8553,8553,4,Loyal Customer,hybrid,0.8
8554,8554,4,Loyal Customer,hybrid,0.75
8555,8555,1,High Intent,hybrid,0.8
8556,8556,2,Low Engagement,hybrid,0.6
8557,8557,1,High Intent,hybrid,0.8
8558,8558,4,Loyal Customer,hybrid,0.75
8559,8559,2,Low Engagement,hybrid,0.75
8560,8560,3,Price Sensitive,hybrid,0.75
8561,8561,2,Low Engagement,hybrid,0.6
8562,8562,4,Loyal Customer,hybrid,0.7
8563,8563,1,High Intent,hybrid,0.8
8564,8564,3,Price Sensitive,hybrid,0.7
8565,8565,4,Loyal Customer,hybrid,0.75
8566,8566,3,Price Sensitive,hybrid,0.6
8567,8567,3,Price Sensitive,hybrid,0.6
8568,8568,2,Low Engagement,hybrid,0.8
8569,8569,4,Loyal Customer,hybrid,0.7
8570,8570,4,Loyal Customer,hybrid,0.75
8571,8571,3,Price Sensitive,hybrid,0.75
8572,8572,2,Low Engagement,hybrid,0.6
