CustomerID,Age,Income,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion,Gender,CampaignChannel,CampaignType
8050,31,44832,3429.387557,0.09418972073,0.09754567722,21,6.35337051,1.909541931,94,18,3,9,4788,1,1,4,1
8051,67,97857,5768.650049,0.06014352657,0.02073936948,15,6.242790972,14.31311613,56,1,3,9,4720,1,1,2,2
8052,26,58930,521.8715549,0.1318134198,0.1934301651,6,2.665549789,10.22262775,77,8,8,3,2124,1,0,3,1
8053,43,52407,6136.946515,0.1409758979,0.1691077043,17,3.124522595,13.87708482,37,0,2,1,3219,1,0,4,3
8054,19,24073,5281.796888,0.1843753789,0.1607437329,44,6.220482932,6.316877102,8,3,7,7,4930,1,1,1,0
8055,37,37667,7856.011145,0.08714078403,0.06793407755,22,4.612648727,1.975303117,87,3,8,2,1977,1,0,1,1
8056,45,36035,385.9929055,0.2325776817,0.06502213504,25,5.871602255,4.885572327,28,5,7,9,3851,1,0,1,1
8057,64,26732,7830.388714,0.03855347119,0.1189066884,37,3.280294048,10.500382,68,5,3,0,336,1,1,2,0
8058,24,75097,5256.682753,0.1725314754,0.1707824073,1,5.174403875,12.03071173,41,18,1,1,465,1,1,0,3
8059,61,23487,3768.240395,0.1908241794,0.1875793972,1,2.290642001,1.226773102,59,7,9,3,3434,1,0,1,0
8060,25,120488,9657.291466,0.06998115851,0.06109651494,21,1.345558416,7.560799216,38,7,6,0,1035,1,1,2,1
8061,64,77702,1685.183518,0.2495432916,0.1254088121,37,9.560047373,1.433317182,90,19,2,5,2604,1,1,1,3
8062,52,146671,5459.118679,0.1884753163,0.147541532,41,7.507496311,13.02239291,71,12,5,3,716,1,1,2,2
8063,31,114961,3277.716589,0.1972594422,0.05301450758,27,5.482574704,7.406912959,92,8,2,5,3979,1,0,1,3
8064,34,132194,5322.11515,0.1543456167,0.08741903974,16,5.959106045,13.76491648,59,18,3,4,824,1,0,0,3
8065,53,105107,5567.526981,0.273782323,0.04562011201,47,5.600563891,1.639392787,52,6,1,3,125,1,1,4,2
8066,67,49075,985.5376594,0.2112389986,0.1427919648,17,9.089285251,5.291814779,75,19,4,6,643,1,1,1,3
8067,57,127721,6645.237954,0.1207323138,0.1741191759,1,7.962747095,10.30980728,7,7,9,6,4051,1,1,4,1
8068,21,91031,6381.36681,0.07919570746,0.1767315274,34,3.92628437,4.756998175,20,10,6,3,4280,1,1,1,1
8069,19,104217,7717.726019,0.0306078857,0.1373168854,14,2.96368128,12.70259884,55,2,1,3,3849,1,0,0,1
8070,23,34781,997.5190872,0.05795464278,0.07595894843,14,1.598763606,14.80908862,47,16,4,3,1328,1,0,4,1
8071,59,59865,3042.859614,0.2978780561,0.1355976716,43,2.330102106,4.57768419,46,4,5,7,558,1,1,2,2
8072,21,28469,6536.094937,0.1279623998,0.1742106782,44,5.410550209,5.735629036,8,5,5,4,2761,1,0,1,1
8073,46,65167,1453.635177,0.2706192959,0.1289126084,33,2.823132654,14.52651032,77,14,1,4,2918,1,0,1,3
8074,35,144866,6808.222287,0.0594651135,0.08844946866,49,3.811545262,5.691886046,0,8,1,8,3483,1,1,2,0
8075,43,101738,684.3644371,0.1333546527,0.1847625226,14,2.199962015,8.561804443,54,18,1,9,11,1,0,0,2
8076,61,39928,3415.822374,0.2885503554,0.1686911527,17,9.305327353,11.65400416,30,5,2,5,2751,1,0,3,2
8077,51,96521,8482.440111,0.03642835291,0.1776626956,12,1.303525347,6.855998938,79,7,1,3,1964,1,1,1,0
8078,27,59599,7765.483775,0.1822554423,0.181606484,37,4.166296479,5.902815262,90,11,8,6,4031,1,0,2,1
8079,53,36775,6483.131081,0.2765598512,0.08482433846,7,3.323392047,7.686031018,10,15,9,7,65,1,0,3,1
8080,31,86504,8717.538325,0.2854081782,0.1733314114,15,1.0747242,11.8030383,65,19,4,6,1998,1,1,1,3
8081,48,95918,7121.768487,0.2553421684,0.1183664375,19,9.357382268,5.02635302,59,2,8,5,590,1,1,4,1
8082,65,90687,5241.813542,0.2582209854,0.01725020498,25,3.822467174,5.586708708,30,15,7,1,220,1,0,2,1
8083,32,46804,9799.203254,0.1991330567,0.1308089077,34,5.520475764,3.242519905,49,14,4,4,4394,1,1,4,3
8084,25,129122,6979.07519,0.07392270135,0.09941759562,16,6.243458477,10.67345375,59,10,6,5,928,1,0,0,1
8085,31,52259,6053.53505,0.2218967779,0.06227938525,25,6.494317814,13.5420318,87,5,1,1,1884,1,1,3,0
8086,40,145725,4147.818553,0.2937314947,0.1943727966,17,5.142346553,3.193228853,61,1,9,8,1530,1,1,2,1
8087,57,106284,9033.883736,0.1625207193,0.02046346308,43,6.344464544,1.001548287,38,6,9,9,932,1,1,1,0
8088,38,105227,3027.520046,0.08560223413,0.1897167042,6,7.765849038,6.028424545,2,15,6,3,3472,1,1,1,0
8089,33,117556,191.2739827,0.1763066097,0.04026074152,43,9.568801255,6.447244092,57,0,4,4,3242,1,0,3,0
8090,62,63560,2047.731172,0.2102770033,0.08162775407,34,6.913335433,9.865021138,67,12,5,4,3897,1,0,4,1
8091,35,47256,1184.22317,0.07040128973,0.08927468333,11,5.160065706,1.741069485,29,3,8,6,1288,1,1,4,1
8092,64,26125,3258.038364,0.2185649108,0.1488938985,46,5.001440553,12.41172688,66,0,7,8,2324,1,0,2,2
8093,41,24370,8276.198907,0.1803555291,0.05096574966,48,7.388716276,8.822808703,67,4,1,8,2368,1,0,2,3
8094,43,24838,6550.143885,0.1875814737,0.1973593502,43,6.64331692,8.416578322,57,15,9,5,3006,1,1,4,3
8095,42,134479,1772.907833,0.09873649962,0.152312252,40,4.783479312,5.087263989,76,18,5,8,72,1,1,2,2
8096,62,77429,7909.335039,0.05502737493,0.1600910013,0,4.022981312,5.79637894,52,11,0,3,3482,1,1,4,0
8097,58,23134,5091.776674,0.1908004696,0.03022146682,24,9.93833779,1.303695133,13,8,7,4,205,1,0,3,3
8098,46,130995,5175.874779,0.1800075669,0.1004992818,15,7.901172889,11.42944427,9,5,0,4,2595,1,1,2,2
8099,32,63199,3684.910592,0.1080235344,0.1896657766,14,2.860981283,9.26868017,77,8,1,4,3514,1,0,4,0
8100,62,97092,8659.702012,0.09580916359,0.06131255359,10,3.629545047,14.65821336,80,1,3,0,2398,1,0,2,2
8101,18,144925,3251.440308,0.1107008939,0.03762289444,36,9.043198028,5.626645703,21,0,9,6,4525,1,1,1,1
8102,42,53822,1031.983631,0.1520661682,0.1022249474,38,6.947462699,10.16053388,62,9,1,5,1506,1,0,1,1
8103,24,113513,3097.01704,0.2926977232,0.1867746832,2,3.796775535,13.83340681,60,2,4,2,1821,1,0,0,0
8104,26,40113,7182.000108,0.2314337404,0.1024902186,44,4.277892731,10.81937289,45,17,6,7,272,1,1,4,0
8105,41,83594,6610.060679,0.2570045244,0.08691851755,44,4.410168982,1.084502608,36,11,6,5,360,1,0,0,1
8106,18,116102,1961.36982,0.156638375,0.133551763,41,2.67665677,9.667433637,20,14,9,8,4403,1,0,4,3
8107,61,22669,1206.664561,0.1625758474,0.1880079598,38,5.600518556,8.408169707,88,13,4,6,3502,1,0,2,3
8108,25,69427,6642.571008,0.06925415182,0.01932091535,19,7.890135794,7.740043405,2,9,2,7,2395,1,1,4,1
8109,41,101617,6796.130673,0.2191032925,0.03914515364,22,6.076539537,8.519137531,18,5,4,8,2647,1,1,1,3
8110,28,32938,3724.881408,0.1322593617,0.03522331891,14,6.903477547,7.178204489,31,19,3,5,3426,1,1,2,1
8111,68,25717,8443.733697,0.2253095891,0.02621326664,17,6.358477492,10.53156737,78,19,5,7,603,1,1,1,2
8112,34,97818,9784.231518,0.1286260606,0.06740015532,38,1.530058865,0.7162370906,23,11,0,1,3469,1,1,2,2
8113,25,67659,2135.887712,0.04146998429,0.05356871629,34,2.692540546,3.234115832,72,8,0,0,4643,0,1,4,2
8114,52,127601,5812.980285,0.06018556946,0.1142513406,28,4.153135932,5.798091617,73,3,7,8,162,1,0,4,3
8115,52,84575,152.9286571,0.2453553226,0.07218499013,19,9.003115027,7.063675419,47,3,5,9,1669,1,0,1,2
8116,50,99737,7159.238521,0.08499878197,0.08698949368,41,4.138231008,2.392052046,95,1,8,5,1981,1,1,3,0
8117,22,36289,4201.392924,0.08666278254,0.1889542912,14,3.944052745,12.39211667,57,6,9,9,4669,1,0,4,0
8118,59,44406,2013.365346,0.2795167461,0.03957457184,31,1.725279814,13.97617489,39,10,0,9,2597,1,1,3,2
8119,56,142688,7546.997025,0.2007143306,0.08380689209,11,9.7487135,11.3926246,6,15,6,2,4820,1,1,2,0
8120,58,116822,8125.423096,0.04314919063,0.0588455497,47,8.006947029,13.9678617,45,9,0,2,3803,1,1,3,2
8121,45,32873,1200.548362,0.05163972834,0.1143415366,11,7.893345036,11.2767099,90,14,6,7,3336,1,1,1,2
8122,24,145812,505.8580422,0.08898655549,0.149903883,24,4.453349631,6.895312273,14,1,6,2,4108,1,1,0,1
8123,26,102048,3407.376573,0.1822587495,0.1652276959,33,1.705325085,6.200428114,84,11,7,9,3310,1,0,0,2
8124,25,114463,6297.305611,0.2283193863,0.107906372,7,3.371682416,2.912791037,73,14,4,5,4974,1,1,1,0
8125,29,43461,7954.853319,0.0896039686,0.1724341524,23,8.676096801,1.753482095,86,10,7,5,3606,1,1,0,3
8126,51,40710,5506.018717,0.2624861909,0.1591643465,44,2.622681194,3.68446509,4,9,9,4,4652,1,1,1,2
8127,50,105488,5849.412885,0.04166225188,0.03983077167,0,9.048246304,8.215968117,58,2,4,6,2863,1,0,4,1
8128,65,33448,8018.596395,0.07020375873,0.05663146421,24,5.821790638,2.456733691,69,7,8,3,596,1,0,3,0
8129,40,35198,5335.549405,0.2914348271,0.1376269004,33,7.430828762,14.29187142,21,19,7,9,1084,1,0,0,1
8130,41,93158,6150.429453,0.04907601046,0.1952108638,13,5.082772555,3.668285627,27,19,6,5,2530,1,1,4,2
8131,54,126384,5210.551666,0.2675522792,0.08146464311,35,9.390784344,12.58765523,53,4,6,0,3755,1,1,0,2
8132,52,87938,8816.53651,0.2141411719,0.05366348972,5,3.156924986,12.37287496,18,10,2,2,458,1,0,2,2
8133,61,70799,2431.614524,0.03119525629,0.1751345925,44,6.151900872,2.547455548,13,11,5,6,40,1,1,1,2
8134,57,121860,2713.536487,0.1502749804,0.04792627231,8,1.622044117,10.80577129,47,19,5,8,2601,1,0,1,0
8135,39,114003,1366.81847,0.1605040124,0.1425075721,47,5.32384518,12.44965064,6,10,4,0,819,1,1,4,3
8136,44,54961,8212.72084,0.2803204931,0.01650732337,0,9.754429168,13.32216675,78,5,1,3,3124,1,1,2,2
8137,52,63007,4176.595177,0.132120332,0.01360629787,8,1.793183721,14.33270426,31,7,9,6,3120,1,0,3,1
8138,18,85470,3544.150015,0.1395614485,0.09579767565,23,5.560507267,13.98650023,21,12,6,9,189,1,1,2,0
8139,52,72256,9815.352299,0.04262028889,0.1347426242,38,6.420756803,5.011487334,45,14,4,8,2995,1,1,2,0
8140,54,40739,9275.353328,0.1953600434,0.03706254625,17,9.385712714,4.381011226,84,1,1,7,2856,1,1,3,0
8141,64,104054,9722.678053,0.07116012301,0.1551376661,47,3.676727817,6.264191036,82,5,3,1,2962,1,1,3,1
8142,31,78186,1508.760068,0.03248464488,0.03445993166,38,5.526465725,7.242590888,12,19,0,1,1913,0,1,2,3
8143,20,46547,8923.39295,0.29910651,0.1114044835,17,9.88476267,3.891332745,21,1,7,8,1910,1,0,0,1
8144,18,114472,3354.225034,0.08819259211,0.06857684653,40,7.921171012,1.748206342,9,14,4,1,318,0,1,0,1
8145,22,105823,225.3020251,0.05090541789,0.1529281226,27,8.2937312,10.02050313,43,0,7,9,4579,1,1,2,1
8146,43,138301,3973.853526,0.2128522086,0.1627821832,1,8.024601479,3.026491371,23,10,0,6,4662,1,1,0,2
8147,31,126887,5141.043896,0.2482878252,0.02255733552,36,5.637034212,13.76604539,58,7,7,9,3096,1,0,3,2
8148,56,71431,1171.382193,0.02858247301,0.04659486817,40,4.909186607,4.671429645,61,8,4,8,2876,1,0,3,1
8149,44,45476,5423.008407,0.04056405917,0.1796023808,35,3.293318598,3.366450493,71,14,6,7,252,1,0,0,1
8150,26,98411,8212.689483,0.03615040884,0.08896643895,47,5.193701566,3.31529321,71,4,2,4,4,1,0,3,2
8151,32,30686,3838.744413,0.02361819796,0.1005798144,23,1.184521291,4.697293161,54,8,2,1,3395,0,0,1,2
8152,32,37536,3591.183585,0.2012423788,0.04192452992,34,1.873998906,9.376403945,48,3,8,5,2692,1,1,3,3
8153,43,54062,3454.22316,0.180610825,0.1990300113,5,3.585318424,14.68559634,49,9,6,6,3824,1,0,2,1
8154,59,68216,9238.635014,0.2022139304,0.1853790597,16,4.002666178,7.550893895,18,3,5,9,399,1,0,4,0
8155,30,45041,582.705178,0.1566434773,0.01038468749,29,7.367656043,9.195330769,81,4,3,6,858,1,1,0,3
8156,68,51653,4506.253806,0.2470772288,0.1146395897,7,2.544421754,12.71769112,57,18,4,4,2699,1,0,0,0
8157,49,41673,2719.534596,0.1685338077,0.1757308029,41,8.161955439,5.343542947,96,12,7,9,4216,1,0,3,3
8158,56,30367,8948.689551,0.2764366111,0.09180138518,9,8.207214045,3.108211752,47,10,0,8,2497,1,0,3,1
8159,66,39629,1050.917409,0.1508380744,0.09299470913,15,6.283336801,6.787591298,92,11,1,5,2503,1,0,4,0
8160,69,140756,4173.28339,0.2392910118,0.08207595978,37,5.423468671,5.121043747,95,13,2,9,2986,1,1,4,2
8161,49,131641,4127.479905,0.1281345026,0.01547738368,25,5.20658989,13.05888077,71,12,4,8,225,1,0,2,3
8162,21,108636,8895.104734,0.1362149295,0.1601538338,30,4.784852306,14.68012777,95,3,7,7,3180,1,1,1,0
8163,47,92190,2233.385106,0.2562076931,0.09678918864,7,1.797174423,10.48059347,11,12,4,9,3224,1,1,2,3
8164,54,45063,6484.464562,0.04122135225,0.1109024713,34,6.898991923,9.979531018,85,4,4,8,4269,1,1,0,1
8165,40,39322,1430.620656,0.1738261489,0.05858017219,33,6.19567002,10.85620697,19,8,5,0,1775,1,1,3,0
8166,56,104546,9544.359569,0.2206375757,0.1589825135,9,1.141907542,7.281154694,44,0,8,1,4941,1,1,2,0
8167,62,135637,5970.848097,0.2276219785,0.1608122239,39,2.824261889,9.617520481,25,11,8,7,927,1,1,3,0
8168,32,32693,6299.94163,0.1815331229,0.1150549552,43,4.926918619,1.533284513,80,16,8,5,412,1,0,3,3
8169,60,29241,4394.356676,0.1399387004,0.1818793059,11,9.111769767,7.655008803,97,0,4,0,3631,1,0,2,2
8170,46,49778,3488.598855,0.08562690872,0.03201800384,40,9.912508938,5.319315995,30,18,5,9,3666,1,1,2,2
8171,53,122379,2205.496652,0.2737336083,0.1594590663,26,7.761936744,1.271114989,81,4,6,0,3396,1,0,4,2
8172,30,32651,6079.478763,0.1172385048,0.116130987,18,7.744075889,8.399256463,58,11,2,0,3426,1,0,1,1
8173,49,45966,9550.161279,0.2417077057,0.05389250174,25,4.737471509,5.723718917,2,11,0,2,3060,1,1,4,0
8174,24,29275,3661.930446,0.01918302776,0.0351377187,14,6.138552151,9.063900895,17,10,1,8,3550,1,1,1,2
8175,68,65606,8843.253198,0.07732907226,0.06719133766,30,3.095353988,7.94111099,83,15,3,5,3789,1,0,2,2
8176,39,21658,1572.885497,0.1102195899,0.1727000244,45,7.643367908,4.505185018,20,16,8,1,2545,1,1,1,0
8177,45,114499,9367.647607,0.2047564784,0.1596476764,36,1.538061877,8.329760097,56,2,0,7,3047,1,0,0,1
8178,19,92468,3569.814211,0.1026059341,0.1325751609,17,4.755216438,5.992224618,98,10,5,9,1407,1,1,4,3
8179,59,34248,3859.299395,0.02199550224,0.02716213148,28,8.482253919,13.8561831,41,16,3,2,409,1,0,4,3
8180,62,44437,4682.138345,0.06042157966,0.1914178216,43,9.818736346,5.946682886,61,0,5,0,3031,1,0,4,3
8181,23,59727,7210.618272,0.08515795219,0.06803362515,26,7.269027518,1.082173722,29,14,1,9,126,1,1,3,0
8182,45,38201,7224.568994,0.06105376918,0.1253299968,37,2.775390764,11.57180492,60,8,1,5,315,1,1,3,1
8183,45,61150,4847.926989,0.06908012244,0.1625893555,19,6.13966187,14.47340914,35,17,6,3,1148,1,1,2,0
8184,61,135148,5279.213703,0.2329975128,0.03524260855,20,6.044616315,2.956065391,54,0,4,5,2248,1,1,2,3
8185,61,109891,397.103829,0.1294897567,0.133917381,28,9.69188463,14.60535887,3,5,5,7,3438,1,0,3,2
8186,37,34999,3112.537345,0.127501981,0.01613623937,42,8.56168039,9.449310929,14,1,3,3,4419,1,1,4,2
8187,47,140703,3525.569035,0.2903158376,0.02933996919,14,1.441103225,12.78709441,70,4,0,3,855,0,0,3,2
8188,28,26376,5631.39996,0.139543533,0.1473972905,21,2.98083875,7.356982368,95,2,7,5,1886,1,0,1,3
8189,45,71673,5627.167697,0.2790208584,0.03946560956,22,8.577315279,9.526562931,96,4,0,1,4203,1,0,4,1
8190,42,23476,7128.007998,0.09672829848,0.09426627743,3,9.752248225,12.69533899,56,7,7,2,1278,1,1,3,3
8191,56,137393,7198.570233,0.1261816154,0.05718318465,23,3.652049844,14.75060065,62,5,0,1,3056,1,1,2,0
8192,50,89902,2428.58617,0.1249221733,0.09003360665,13,7.216559353,3.179560611,76,10,9,8,1032,1,1,3,1
8193,18,134510,7724.852796,0.1683628614,0.02467184566,36,3.77021661,13.531826,63,10,9,3,1552,1,1,0,2
8194,44,111269,294.0753237,0.1794317143,0.1534311034,20,1.369871238,10.17544254,16,10,3,2,1529,1,0,3,1
8195,69,97994,7190.002658,0.08195625842,0.0250178237,42,8.465323755,14.22948653,52,7,5,1,50,1,1,4,1
8196,30,82878,1110.404925,0.2401394326,0.1692037545,38,7.649646265,5.112548693,39,5,0,0,844,0,1,3,3
8197,58,118331,7323.517263,0.1539925269,0.1358956842,12,1.47972927,4.017612138,69,15,8,1,523,1,0,2,1
8198,20,40615,5318.469097,0.01204263052,0.08915125938,18,2.309159428,5.800090191,49,19,6,3,882,1,1,1,3
8199,56,31164,4428.819557,0.1814887837,0.1746324433,25,9.995795389,13.32523993,67,19,0,3,2141,1,0,0,0
8200,23,59316,6937.597259,0.241437238,0.04536494295,35,6.856851631,7.164674144,14,2,9,6,3012,1,1,4,1
8201,25,88560,460.0712541,0.08263535397,0.06026720321,43,8.203877267,14.29639735,71,7,1,2,1764,1,1,2,1
8202,44,49559,2312.356224,0.02098259271,0.03605349572,45,4.497627264,4.013931371,33,12,4,6,2956,1,1,0,1
8203,26,82968,6202.75741,0.2440818101,0.08249805173,32,5.664220055,3.697861584,29,9,2,3,1014,1,0,3,2
8204,54,86800,8487.432526,0.2931202476,0.1974793051,39,6.5789348,10.33688236,86,7,0,8,780,1,0,0,3
8205,50,29047,3872.965606,0.03220344825,0.04059520178,15,8.254185265,4.72911866,72,9,4,6,155,0,0,1,3
8206,68,64985,2661.738579,0.2820306741,0.1678855323,18,4.05015766,2.372745182,23,12,7,1,4216,1,0,0,2
8207,59,92123,5235.490714,0.1141895795,0.1338572136,36,7.050365141,5.951105788,7,2,0,8,4398,1,0,0,3
8208,61,26577,6260.920999,0.2830174865,0.01300468482,13,7.980920316,4.359403682,56,3,5,8,446,1,1,3,0
8209,41,103171,4259.020011,0.198163404,0.1895291367,43,8.246193084,6.488229936,69,15,0,1,3419,1,1,3,2
8210,32,131100,8779.435758,0.2681708506,0.1945073404,43,5.493170373,3.204409441,24,2,7,7,1404,1,1,4,3
8211,49,23870,5282.043218,0.2378915773,0.1857311334,29,5.26027433,14.37625206,76,8,4,6,3153,1,1,3,0
8212,49,54094,454.6535169,0.01811934542,0.105330535,30,1.940795477,12.12390981,33,18,2,0,2301,0,0,0,3
8213,41,75329,2308.234152,0.02897832567,0.05187128467,19,5.479525547,12.69306833,24,11,7,0,1720,1,1,1,2
8214,58,29217,4561.405606,0.1624659355,0.08434028872,43,7.317400897,4.817973721,17,5,9,7,2906,1,0,3,3
8215,69,135049,7007.482638,0.04758951576,0.1266963938,42,9.285291884,12.92300114,72,3,7,9,2689,1,1,4,0
8216,66,103138,2275.547214,0.1436999294,0.08197891237,46,2.126796267,9.066366917,96,13,2,4,4126,1,1,4,0
8217,66,86141,9764.948653,0.2868427866,0.1445526137,6,9.719967715,1.322604384,69,0,6,8,3798,1,1,0,0
8218,69,42343,3253.726756,0.09547961339,0.1611593541,41,3.106651475,2.722290856,13,7,0,2,2072,1,0,3,3
8219,29,148307,5371.554048,0.151784687,0.04978465074,36,2.582793318,6.966457487,5,18,2,2,3106,1,1,3,2
8220,56,70822,287.7672088,0.1214352927,0.08693896257,46,2.03065911,6.209882114,81,15,6,7,1749,1,1,4,3
8221,19,33003,8860.418142,0.1926498196,0.1919714314,1,9.911227961,12.03153873,89,7,2,4,3873,1,0,3,1
8222,20,128793,7909.46307,0.06621502989,0.05746329224,21,6.049166614,13.16820646,35,4,6,0,2220,1,1,0,2
8223,66,79538,2035.034243,0.08538239414,0.07582502283,12,3.435399805,13.04149187,35,7,2,8,534,1,1,1,1
8224,54,52089,9339.043243,0.2590426769,0.01677549573,45,3.857807697,5.941692204,74,16,2,1,3945,1,1,0,3
8225,66,73595,3226.813662,0.2452875049,0.07314954781,37,9.552440593,9.71873102,17,5,1,6,2138,1,0,3,2
